SINR[256][1]=0.000823072 and in dB, it is -30.8456
SINR[256][2]=0.207603 and in dB, it is -6.82766
SINR[257][1]=0.00470437 and in dB, it is -23.275
SINR[257][2]=0.0732126 and in dB, it is -11.3541
SINR[258][1]=0.0109645 and in dB, it is -19.6001
SINR[258][2]=0.932392 and in dB, it is -0.304014
SINR[259][1]=0.00104725 and in dB, it is -29.7995
SINR[259][2]=0.290056 and in dB, it is -5.37518
SINR[260][1]=0.00251885 and in dB, it is -25.988
SINR[260][2]=1.86246 and in dB, it is 2.70087
SINR[261][1]=0.00405206 and in dB, it is -23.9232
SINR[261][2]=4.71873 and in dB, it is 6.73825
SINR[262][1]=0.0145248 and in dB, it is -18.3789
SINR[262][2]=0.73699 and in dB, it is -1.32538
SINR[263][1]=0.00076774 and in dB, it is -31.1479
SINR[263][2]=0.221867 and in dB, it is -6.53906
SINR[264][1]=0.0192703 and in dB, it is -17.1511
SINR[264][2]=0.897679 and in dB, it is -0.468789
SINR[265][1]=0.00251334 and in dB, it is -25.9975
SINR[265][2]=0.0926971 and in dB, it is -10.3293
SINR[266][1]=0.338459 and in dB, it is -4.70493
SINR[266][2]=0.328878 and in dB, it is -4.82965
SINR[267][1]=0.0146784 and in dB, it is -18.3332
SINR[267][2]=0.789826 and in dB, it is -1.02468
SINR[268][1]=0.123838 and in dB, it is -9.07148
SINR[268][2]=0.312699 and in dB, it is -5.04873
SINR[269][1]=0.0359317 and in dB, it is -14.4452
SINR[269][2]=1273.14 and in dB, it is 31.0488
SINR[270][1]=0.0819984 and in dB, it is -10.8619
SINR[270][2]=55.1037 and in dB, it is 17.4118
SINR[271][1]=0.0014621 and in dB, it is -28.3502
SINR[271][2]=0.476267 and in dB, it is -3.22149
SINR[272][1]=0.00173173 and in dB, it is -27.6152
SINR[272][2]=0.504328 and in dB, it is -2.97287
SINR[273][1]=0.00342071 and in dB, it is -24.6588
SINR[273][2]=0.302993 and in dB, it is -5.18567
SINR[274][1]=0.000418376 and in dB, it is -33.7843
SINR[274][2]=0.0856072 and in dB, it is -10.6749
SINR[275][1]=0.000819819 and in dB, it is -30.8628
SINR[275][2]=0.223206 and in dB, it is -6.51294
SINR[276][1]=0.00382862 and in dB, it is -24.1696
SINR[276][2]=5.42065 and in dB, it is 7.34051
SINR[277][1]=0.00253167 and in dB, it is -25.9659
SINR[277][2]=0.117642 and in dB, it is -9.29437
SINR[278][1]=0.0124687 and in dB, it is -19.0418
SINR[278][2]=0.363792 and in dB, it is -4.39146
SINR[279][1]=0.00287562 and in dB, it is -25.4127
SINR[279][2]=1.87751 and in dB, it is 2.73583
SINR[280][1]=0.00266923 and in dB, it is -25.7361
SINR[280][2]=0.231392 and in dB, it is -6.35652
SINR[281][1]=0.00347663 and in dB, it is -24.5884
SINR[281][2]=2.99917 and in dB, it is 4.77002
SINR[282][1]=0.00245896 and in dB, it is -26.0925
SINR[282][2]=0.130743 and in dB, it is -8.83581
SINR[283][1]=0.00107821 and in dB, it is -29.673
SINR[283][2]=0.425763 and in dB, it is -3.70832
SINR[284][1]=0.0273256 and in dB, it is -15.6343
SINR[284][2]=3.32394 and in dB, it is 5.21653
SINR[285][1]=0.00410931 and in dB, it is -23.8623
SINR[285][2]=0.0681791 and in dB, it is -11.6635
SINR[286][1]=0.00111237 and in dB, it is -29.5375
SINR[286][2]=0.30174 and in dB, it is -5.20366
SINR[287][1]=0.165176 and in dB, it is -7.82054
SINR[287][2]=0.247364 and in dB, it is -6.06664
SINR[288][1]=0.014762 and in dB, it is -18.3085
SINR[288][2]=169.315 and in dB, it is 22.2869
SINR[289][1]=0.00685096 and in dB, it is -21.6425
SINR[289][2]=25.9286 and in dB, it is 14.1378
SINR[290][1]=0.0013844 and in dB, it is -28.5874
SINR[290][2]=0.655682 and in dB, it is -1.83307
SINR[291][1]=201.386 and in dB, it is 23.0403
SINR[291][2]=0.00675601 and in dB, it is -21.7031
SINR[292][1]=0.000522294 and in dB, it is -32.8209
SINR[292][2]=0.132586 and in dB, it is -8.77504
SINR[293][1]=0.00768393 and in dB, it is -21.1442
SINR[293][2]=2.03177 and in dB, it is 3.07874
SINR[294][1]=0.0011694 and in dB, it is -29.3204
SINR[294][2]=0.28173 and in dB, it is -5.50166
SINR[295][1]=0.000565134 and in dB, it is -32.4785
SINR[295][2]=0.120689 and in dB, it is -9.18334
SINR[296][1]=0.117599 and in dB, it is -9.29596
SINR[296][2]=0.255192 and in dB, it is -5.93132
SINR[297][1]=0.00124741 and in dB, it is -29.0399
SINR[297][2]=0.541222 and in dB, it is -2.66625
SINR[298][1]=0.0043851 and in dB, it is -23.5802
SINR[298][2]=2.55035 and in dB, it is 4.066
SINR[299][1]=0.00033374 and in dB, it is -34.7659
SINR[299][2]=0.049674 and in dB, it is -13.0387
SINR[300][1]=0.00182919 and in dB, it is -27.3774
SINR[300][2]=0.0434943 and in dB, it is -13.6157
SINR[301][1]=0.000712209 and in dB, it is -31.4739
SINR[301][2]=0.161748 and in dB, it is -7.9116
SINR[302][1]=0.000766281 and in dB, it is -31.1561
SINR[302][2]=0.110189 and in dB, it is -9.57861
SINR[303][1]=0.0239011 and in dB, it is -16.2158
SINR[303][2]=0.519187 and in dB, it is -2.84676
SINR[304][1]=0.00251839 and in dB, it is -25.9888
SINR[304][2]=0.308435 and in dB, it is -5.10837
SINR[305][1]=0.00142053 and in dB, it is -28.4755
SINR[305][2]=0.557225 and in dB, it is -2.5397
SINR[306][1]=0.00237795 and in dB, it is -26.238
SINR[306][2]=0.132555 and in dB, it is -8.77604
SINR[307][1]=0.00118009 and in dB, it is -29.2808
SINR[307][2]=0.426679 and in dB, it is -3.69899
SINR[308][1]=0.00575985 and in dB, it is -22.3959
SINR[308][2]=3.6826 and in dB, it is 5.66154
SINR[309][1]=0.0044277 and in dB, it is -23.5382
SINR[309][2]=3.02451 and in dB, it is 4.80655
SINR[310][1]=0.0170601 and in dB, it is -17.6802
SINR[310][2]=856.5 and in dB, it is 29.3273
SINR[311][1]=0.00921523 and in dB, it is -20.3549
SINR[311][2]=9.81574 and in dB, it is 9.91923
SINR[312][1]=0.0692219 and in dB, it is -11.5976
SINR[312][2]=0.24333 and in dB, it is -6.13804
SINR[313][1]=0.0168671 and in dB, it is -17.7296
SINR[313][2]=0.156893 and in dB, it is -8.04397
SINR[314][1]=0.00205549 and in dB, it is -26.8708
SINR[314][2]=0.0516864 and in dB, it is -12.8662
SINR[315][1]=0.000742367 and in dB, it is -31.2938
SINR[315][2]=0.116609 and in dB, it is -9.33267
SINR[316][1]=0.000490625 and in dB, it is -33.0925
SINR[316][2]=0.117759 and in dB, it is -9.29005
SINR[317][1]=0.000896574 and in dB, it is -30.4741
SINR[317][2]=0.25351 and in dB, it is -5.96005
SINR[318][1]=0.00207128 and in dB, it is -26.8376
SINR[318][2]=0.323342 and in dB, it is -4.90338
SINR[319][1]=0.000371682 and in dB, it is -34.2983
SINR[319][2]=0.0628279 and in dB, it is -12.0185
SINR[320][1]=0.00780022 and in dB, it is -21.0789
SINR[320][2]=0.0907363 and in dB, it is -10.4222
