% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.106	1	8	111	7	8	28	8889	0	0
1.107	1	2	111	8	2	28	9422	0	0
1.108	1	6	111	9	6	28	9422	0	0
1.109	1	3	111	10	3	28	9422	0	0
1.11	1	10	112	1	10	28	9422	0	0
1.111	1	4	112	2	4	28	9422	0	0
1.112	1	1	112	3	1	28	9422	0	0
1.113	1	5	112	4	5	28	9422	0	0
1.114	1	7	112	5	7	28	9422	0	0
1.115	1	9	112	6	9	28	9422	0	0
1.116	1	2	112	7	2	28	373	0	0
1.116	1	8	112	7	8	28	8889	0	0
1.117	1	2	112	8	2	28	9422	0	0
1.118	1	6	112	9	6	28	9422	0	0
1.119	1	3	112	10	3	28	8889	0	0
1.119	1	10	112	10	10	28	373	0	0
1.12	1	10	113	1	10	28	9422	0	0
1.121	1	1	113	2	1	28	1479	0	0
1.121	1	4	113	2	4	28	7708	0	0
1.122	1	5	113	3	5	28	9422	0	0
1.123	1	7	113	4	7	28	8889	0	0
1.123	1	9	113	4	9	28	373	0	0
1.124	1	9	113	5	9	28	9422	0	0
1.125	1	8	113	6	8	28	9422	0	0
1.126	1	2	113	7	2	28	9422	0	0
1.127	1	6	113	8	6	28	9422	0	0
1.128	1	4	113	9	4	28	7708	0	0
1.128	1	3	113	9	3	28	1479	0	0
1.129	1	10	113	10	10	28	9422	0	0
1.131	1	1	114	2	1	28	8889	0	0
1.131	1	5	114	2	5	28	373	0	0
1.132	1	4	114	3	4	28	8889	0	0
1.132	1	5	114	3	5	28	373	0	0
1.133	1	5	114	4	5	28	373	0	0
1.133	1	7	114	4	7	28	8889	0	0
1.134	1	9	114	5	9	28	9422	0	0
1.135	1	8	114	6	8	28	9422	0	0
1.136	1	3	114	7	3	28	9422	0	0
1.137	1	2	114	8	2	28	9422	0	0
1.138	1	6	114	9	6	28	9422	0	0
1.139	1	10	114	10	10	28	9422	0	0
1.141	1	1	115	2	1	28	9422	0	0
1.142	1	4	115	3	4	28	373	0	0
1.142	1	5	115	3	5	28	8889	0	0
1.143	1	4	115	4	4	28	8601	0	0
1.143	1	7	115	4	7	28	749	0	0
1.144	1	7	115	5	7	28	8601	0	0
1.144	1	9	115	5	9	28	749	0	0
1.145	1	9	115	6	9	28	9422	0	0
1.146	1	8	115	7	8	28	9422	0	0
1.147	1	3	115	8	3	28	9422	0	0
1.148	1	2	115	9	2	28	7407	0	0
1.148	1	6	115	9	6	28	1836	0	0
1.149	1	10	115	10	10	28	9422	0	0
1.151	1	1	116	2	1	28	9422	0	0
1.152	1	4	116	3	4	28	1479	0	0
1.152	1	5	116	3	5	28	7708	0	0
1.153	1	6	116	4	6	28	8889	0	0
1.153	1	7	116	4	7	28	373	0	0
1.154	1	7	116	5	7	28	8601	0	0
1.154	1	9	116	5	9	28	749	0	0
1.155	1	9	116	6	9	28	9422	0	0
1.156	1	2	116	7	2	28	8601	0	0
1.156	1	8	116	7	8	28	749	0	0
1.157	1	3	116	8	3	28	9422	0	0
1.158	1	8	116	9	8	28	9422	0	0
1.159	1	10	116	10	10	28	9422	0	0
1.161	1	4	117	2	4	28	8889	0	0
1.161	1	5	117	2	5	28	373	0	0
1.162	1	5	117	3	5	28	9422	0	0
1.163	1	1	117	4	1	28	9422	0	0
1.164	1	6	117	5	6	28	9422	0	0
1.165	1	2	117	6	2	28	373	0	0
1.165	1	7	117	6	7	28	8889	0	0
1.166	1	2	117	7	2	28	1095	0	0
1.166	1	9	117	7	9	28	7972	0	0
1.167	1	3	117	8	3	28	8889	0	0
1.167	1	8	117	8	8	28	373	0	0
1.168	1	8	117	9	8	28	9422	0	0
1.169	1	10	117	10	10	28	9422	0	0
1.171	1	4	118	2	4	28	8889	0	0
1.171	1	5	118	2	5	28	373	0	0
1.172	1	1	118	3	1	28	373	0	0
1.172	1	5	118	3	5	28	8889	0	0
1.173	1	1	118	4	1	28	9422	0	0
1.174	1	2	118	5	2	28	8889	0	0
1.174	1	6	118	5	6	28	373	0	0
1.175	1	6	118	6	6	28	9422	0	0
1.176	1	7	118	7	7	28	9422	0	0
1.177	1	3	118	8	3	28	749	0	0
1.177	1	9	118	8	9	28	8601	0	0
1.178	1	3	118	9	3	28	9422	0	0
1.179	1	8	118	10	8	28	8889	0	0
1.179	1	10	118	10	10	28	373	0	0
1.18	1	10	119	1	10	28	9422	0	0
1.181	1	4	119	2	4	28	9422	0	0
1.182	1	1	119	3	1	28	1095	0	0
1.182	1	5	119	3	5	28	7972	0	0
1.183	1	2	119	4	2	28	8889	0	0
1.183	1	6	119	4	6	28	373	0	0
1.184	1	9	119	5	9	28	8601	0	0
1.184	1	7	119	5	7	28	749	0	0
1.185	1	6	119	6	6	28	8889	0	0
1.185	1	7	119	6	7	28	373	0	0
1.186	1	3	119	7	3	28	2196	0	0
1.186	1	9	119	7	9	28	6882	0	0
1.187	1	8	119	8	8	28	8601	0	0
1.187	1	10	119	8	10	28	749	0	0
1.188	1	10	119	9	10	28	9422	0	0
1.191	1	1	120	2	1	28	9422	0	0
1.192	1	4	120	3	4	28	8889	0	0
1.192	1	7	120	3	7	28	373	0	0
1.193	1	5	120	4	5	28	9422	0	0
1.194	1	7	120	5	7	28	9422	0	0
1.195	1	2	120	6	2	28	8889	0	0
1.195	1	3	120	6	3	28	373	0	0
1.196	1	3	120	7	3	28	9422	0	0
1.197	1	6	120	8	6	28	749	0	0
1.197	1	8	120	8	8	28	373	0	0
1.197	1	9	120	8	9	28	7972	0	0
1.198	1	6	120	9	6	28	8889	0	0
1.198	1	8	120	9	8	28	373	0	0
1.199	1	8	120	10	8	28	8889	0	0
1.199	1	10	120	10	10	28	373	0	0
1.2	1	10	121	1	10	28	9422	0	0
1.201	1	1	121	2	1	28	9422	0	0
1.202	1	4	121	3	4	28	8601	0	0
1.202	1	5	121	3	5	28	749	0	0
1.203	1	7	121	4	7	28	9422	0	0
1.204	1	5	121	5	5	28	9422	0	0
1.205	1	2	121	6	2	28	9422	0	0
1.206	1	3	121	7	3	28	1095	0	0
1.206	1	9	121	7	9	28	7972	0	0
1.207	1	6	121	8	6	28	8601	0	0
1.207	1	8	121	8	8	28	749	0	0
1.208	1	8	121	9	8	28	8601	0	0
1.208	1	10	121	9	10	28	749	0	0
1.209	1	10	121	10	10	28	9422	0	0
1.211	1	1	122	2	1	28	9422	0	0
1.212	1	3	122	3	3	28	9422	0	0
1.213	1	4	122	4	4	28	8889	0	0
1.213	1	7	122	4	7	28	373	0	0
1.214	1	5	122	5	5	28	373	0	0
1.214	1	7	122	5	7	28	8889	0	0
1.215	1	5	122	6	5	28	9422	0	0
1.216	1	2	122	7	2	28	9422	0	0
1.217	1	6	122	8	6	28	749	0	0
1.217	1	9	122	8	9	28	8601	0	0
1.218	1	6	122	9	6	28	8601	0	0
1.218	1	8	122	9	8	28	749	0	0
1.219	1	8	122	10	8	28	8889	0	0
1.219	1	10	122	10	10	28	373	0	0
1.22	1	10	123	1	10	28	9422	0	0
1.221	1	1	123	2	1	28	9422	0	0
1.222	1	4	123	3	4	28	9422	0	0
1.223	1	3	123	4	3	28	8889	0	0
1.223	1	7	123	4	7	28	373	0	0
1.224	1	7	123	5	7	28	9422	0	0
1.225	1	2	123	6	2	28	373	0	0
1.225	1	5	123	6	5	28	8889	0	0
1.226	1	2	123	7	2	28	749	0	0
1.226	1	9	123	7	9	28	8601	0	0
1.227	1	6	123	8	6	28	9422	0	0
1.228	1	8	123	9	8	28	8601	0	0
1.228	1	10	123	9	10	28	749	0	0
1.229	1	10	123	10	10	28	9422	0	0
1.231	1	1	124	2	1	28	749	0	0
1.231	1	2	124	2	2	28	8601	0	0
1.232	1	3	124	3	3	28	9422	0	0
1.233	1	1	124	4	1	28	9422	0	0
1.234	1	4	124	5	4	28	9422	0	0
1.235	1	7	124	6	7	28	9422	0	0
1.236	1	5	124	7	5	28	9422	0	0
1.237	1	6	124	8	6	28	749	0	0
1.237	1	9	124	8	9	28	8601	0	0
1.238	1	6	124	9	6	28	9422	0	0
1.239	1	8	124	10	8	28	8601	0	0
1.239	1	10	124	10	10	28	749	0	0
1.24	1	10	125	1	10	28	9422	0	0
1.241	1	2	125	2	2	28	9422	0	0
1.242	1	3	125	3	3	28	9422	0	0
1.243	1	1	125	4	1	28	9422	0	0
1.244	1	4	125	5	4	28	8889	0	0
1.244	1	7	125	5	7	28	373	0	0
1.245	1	5	125	6	5	28	9422	0	0
1.246	1	7	125	7	7	28	9422	0	0
1.247	1	6	125	8	6	28	749	0	0
1.247	1	9	125	8	9	28	8601	0	0
1.248	1	6	125	9	6	28	9422	0	0
1.249	1	8	125	10	8	28	7407	0	0
1.249	1	10	125	10	10	28	1836	0	0
1.251	1	2	126	2	2	28	9422	0	0
1.252	1	3	126	3	3	28	373	0	0
1.252	1	4	126	3	4	28	8889	0	0
1.253	1	1	126	4	1	28	9422	0	0
1.254	1	3	126	5	3	28	9422	0	0
1.255	1	5	126	6	5	28	1095	0	0
1.255	1	9	126	6	9	28	7972	0	0
1.256	1	7	126	7	7	28	9422	0	0
1.257	1	6	126	8	6	28	2196	0	0
1.257	1	8	126	8	8	28	6882	0	0
1.258	1	10	126	9	10	28	9422	0	0
1.261	1	5	127	2	5	28	9422	0	0
1.262	1	2	127	3	2	28	9422	0	0
1.263	1	4	127	4	4	28	9422	0	0
1.264	1	1	127	5	1	28	9422	0	0
1.265	1	3	127	6	3	28	9422	0	0
1.266	1	6	127	7	6	28	749	0	0
1.266	1	9	127	7	9	28	8601	0	0
1.267	1	6	127	8	6	28	8889	0	0
1.267	1	7	127	8	7	28	373	0	0
1.268	1	7	127	9	7	28	9422	0	0
1.269	1	8	127	10	8	28	7407	0	0
1.269	1	10	127	10	10	28	1836	0	0
1.271	1	5	128	2	5	28	9422	0	0
1.272	1	2	128	3	2	28	9422	0	0
1.273	1	4	128	4	4	28	9422	0	0
1.274	1	1	128	5	1	28	9422	0	0
1.275	1	3	128	6	3	28	9422	0	0
1.276	1	9	128	7	9	28	7407	0	0
1.276	1	10	128	7	10	28	1836	0	0
1.277	1	6	128	8	6	28	8889	0	0
1.277	1	8	128	8	8	28	373	0	0
1.278	1	7	128	9	7	28	1836	0	0
1.278	1	8	128	9	8	28	7407	0	0
1.281	1	10	129	2	10	28	9422	0	0
1.282	1	5	129	3	5	28	9422	0	0
1.283	1	9	129	4	9	28	7407	0	0
1.283	1	7	129	4	7	28	1836	0	0
1.284	1	2	129	5	2	28	9422	0	0
1.285	1	4	129	6	4	28	2196	0	0
1.285	1	9	129	6	9	28	6882	0	0
1.286	1	1	129	7	1	28	9422	0	0
1.287	1	3	129	8	3	28	9422	0	0
1.288	1	6	129	9	6	28	1479	0	0
1.288	1	8	129	9	8	28	7708	0	0
1.291	1	7	130	2	7	28	9422	0	0
1.292	1	4	130	3	4	28	8889	0	0
1.292	1	6	130	3	6	28	373	0	0
1.293	1	6	130	4	6	28	9422	0	0
1.294	1	10	130	5	10	28	9422	0	0
1.295	1	5	130	6	5	28	9422	0	0
1.296	1	9	130	7	9	28	9422	0	0
1.297	1	2	130	8	2	28	9422	0	0
1.298	1	1	130	9	1	28	749	0	0
1.298	1	8	130	9	8	28	8601	0	0
1.299	1	3	130	10	3	28	9422	0	0
1.3	1	1	131	1	1	28	9422	0	0
1.301	1	7	131	2	7	28	9422	0	0
1.302	1	4	131	3	4	28	8601	0	0
1.302	1	6	131	3	6	28	749	0	0
1.303	1	10	131	4	10	28	9422	0	0
1.304	1	6	131	5	6	28	9422	0	0
1.305	1	5	131	6	5	28	8889	0	0
1.305	1	9	131	6	9	28	373	0	0
1.306	1	9	131	7	9	28	9422	0	0
1.307	1	2	131	8	2	28	9422	0	0
1.308	1	3	131	9	3	28	749	0	0
1.308	1	8	131	9	8	28	8601	0	0
1.309	1	1	131	10	1	28	9422	0	0
1.31	1	3	132	1	3	28	9422	0	0
1.311	1	4	132	2	4	28	373	0	0
1.311	1	7	132	2	7	28	8889	0	0
1.312	1	4	132	3	4	28	9422	0	0
1.313	1	10	132	4	10	28	9422	0	0
1.314	1	6	132	5	6	28	9422	0	0
1.315	1	5	132	6	5	28	9422	0	0
1.316	1	2	132	7	2	28	373	0	0
1.316	1	9	132	7	9	28	8889	0	0
1.317	1	2	132	8	2	28	8889	0	0
1.317	1	8	132	8	8	28	373	0	0
1.318	1	4	132	9	4	28	373	0	0
1.318	1	1	132	9	1	28	373	0	0
1.318	1	8	132	9	8	28	8601	0	0
1.319	1	1	132	10	1	28	9422	0	0
1.32	1	3	133	1	3	28	9422	0	0
1.321	1	7	133	2	7	28	9422	0	0
1.322	1	4	133	3	4	28	9422	0	0
1.323	1	10	133	4	10	28	9422	0	0
1.324	1	6	133	5	6	28	9422	0	0
1.325	1	5	133	6	5	28	9422	0	0
1.326	1	2	133	7	2	28	373	0	0
1.326	1	9	133	7	9	28	8889	0	0
1.327	1	2	133	8	2	28	9422	0	0
1.328	1	1	133	9	1	28	749	0	0
1.328	1	8	133	9	8	28	8601	0	0
1.329	1	3	133	10	3	28	9422	0	0
1.33	1	1	134	1	1	28	9422	0	0
1.331	1	7	134	2	7	28	9422	0	0
1.332	1	4	134	3	4	28	9422	0	0
1.333	1	10	134	4	10	28	9422	0	0
1.334	1	6	134	5	6	28	9422	0	0
1.335	1	5	134	6	5	28	9422	0	0
1.336	1	8	134	7	8	28	749	0	0
1.336	1	9	134	7	9	28	8601	0	0
1.337	1	2	134	8	2	28	8601	0	0
1.337	1	8	134	8	8	28	749	0	0
1.338	1	3	134	9	3	28	9422	0	0
1.339	1	1	134	10	1	28	9422	0	0
1.341	1	8	135	2	8	28	9422	0	0
1.342	1	4	135	3	4	28	749	0	0
1.342	1	7	135	3	7	28	8601	0	0
1.343	1	4	135	4	4	28	8601	0	0
1.343	1	10	135	4	10	28	749	0	0
1.344	1	6	135	5	6	28	9422	0	0
1.345	1	9	135	6	9	28	8601	0	0
1.345	1	10	135	6	10	28	749	0	0
1.346	1	2	135	7	2	28	373	0	0
1.346	1	5	135	7	5	28	8889	0	0
1.347	1	2	135	8	2	28	9422	0	0
1.348	1	1	135	9	1	28	749	0	0
1.348	1	3	135	9	3	28	8601	0	0
1.349	1	1	135	10	1	28	9422	0	0
