% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.529	300	3000	53	10	10	28	185
0.53	300	2999	54	1	9	16	75
0.53	300	3000	54	1	10	28	185
0.531	300	3000	54	2	10	28	185
0.532	300	2995	54	3	5	12	47
0.532	300	3000	54	3	10	28	185
0.533	300	3000	54	4	10	28	185
0.534	300	3000	54	5	10	28	185
0.535	300	2995	54	6	5	0	4
0.535	300	3000	54	6	10	28	185
0.536	300	2996	54	7	6	2	9
0.536	300	3000	54	7	10	28	185
0.537	300	2997	54	8	7	4	15
0.537	300	3000	54	8	10	28	185
0.538	300	2998	54	9	8	8	32
0.538	300	3000	54	9	10	28	185
0.539	300	2999	54	10	9	16	75
0.539	300	3000	54	10	10	28	185
0.54	300	2999	55	1	9	16	75
0.54	300	3000	55	1	10	28	185
0.541	300	3000	55	2	10	28	185
0.542	300	3000	55	3	10	28	185
0.543	300	3000	55	4	10	28	185
0.544	300	3000	55	5	10	28	185
0.545	300	2995	55	6	5	0	4
0.545	300	3000	55	6	10	28	185
0.546	300	2996	55	7	6	2	9
0.546	300	3000	55	7	10	28	185
0.547	300	2997	55	8	7	4	15
0.547	300	3000	55	8	10	28	185
0.548	300	2998	55	9	8	8	32
0.548	300	3000	55	9	10	28	185
0.549	300	2999	55	10	9	16	75
0.549	300	3000	55	10	10	28	185
0.55	300	2999	56	1	9	16	75
0.55	300	3000	56	1	10	28	185
0.551	300	3000	56	2	10	28	185
0.552	300	3000	56	3	10	28	185
0.553	300	3000	56	4	10	28	185
0.554	300	3000	56	5	10	28	185
0.555	300	2995	56	6	5	0	4
0.555	300	3000	56	6	10	28	185
0.556	300	2996	56	7	6	2	9
0.556	300	3000	56	7	10	28	185
0.557	300	2997	56	8	7	4	15
0.557	300	3000	56	8	10	28	185
0.558	300	2998	56	9	8	8	32
0.558	300	3000	56	9	10	28	185
0.559	300	2999	56	10	9	16	75
0.559	300	3000	56	10	10	28	185
0.56	300	2999	57	1	9	16	75
0.56	300	3000	57	1	10	28	185
0.561	300	3000	57	2	10	28	185
0.562	300	3000	57	3	10	28	185
0.563	300	3000	57	4	10	28	185
0.564	300	3000	57	5	10	28	185
0.565	300	2995	57	6	5	0	4
0.565	300	3000	57	6	10	28	185
0.566	300	2996	57	7	6	2	9
0.566	300	3000	57	7	10	28	185
0.567	300	2997	57	8	7	4	15
0.567	300	3000	57	8	10	28	185
0.568	300	2998	57	9	8	8	32
0.568	300	3000	57	9	10	28	185
0.569	300	2999	57	10	9	16	75
0.569	300	3000	57	10	10	28	185
0.57	300	2999	58	1	9	16	75
0.57	300	3000	58	1	10	28	185
0.571	300	3000	58	2	10	28	185
0.572	300	3000	58	3	10	28	185
0.573	300	3000	58	4	10	28	185
0.574	300	3000	58	5	10	28	185
0.575	300	2995	58	6	5	0	4
0.575	300	3000	58	6	10	28	185
0.576	300	2996	58	7	6	2	9
0.576	300	3000	58	7	10	28	185
0.577	300	2997	58	8	7	4	15
0.577	300	2999	58	8	9	28	185
0.577	300	3000	58	8	10	28	185
0.578	300	2998	58	9	8	8	32
0.578	300	3000	58	9	10	28	185
0.579	300	2999	58	10	9	16	75
0.579	300	3000	58	10	10	28	185
0.58	300	2999	59	1	9	16	75
0.58	300	3000	59	1	10	28	185
0.581	300	3000	59	2	10	28	185
0.582	300	3000	59	3	10	28	185
0.583	300	3000	59	4	10	28	185
0.584	300	3000	59	5	10	28	185
0.585	300	2995	59	6	5	0	4
0.585	300	3000	59	6	10	28	185
0.586	300	2996	59	7	6	2	9
0.586	300	2999	59	7	9	28	185
0.586	300	3000	59	7	10	28	185
0.587	300	2997	59	8	7	4	15
0.587	300	2999	59	8	9	28	185
0.587	300	3000	59	8	10	28	185
0.588	300	2998	59	9	8	8	32
0.588	300	3000	59	9	10	28	185
0.589	300	2999	59	10	9	16	75
0.589	300	3000	59	10	10	28	185
0.59	300	2999	60	1	9	16	75
0.59	300	3000	60	1	10	28	185
0.591	300	3000	60	2	10	28	185
0.592	300	3000	60	3	10	28	185
0.593	300	3000	60	4	10	28	185
0.594	300	3000	60	5	10	28	185
0.595	300	2995	60	6	5	0	4
0.595	300	3000	60	6	10	28	185
0.596	300	2996	60	7	6	2	9
0.596	300	3000	60	7	10	28	185
0.597	300	2997	60	8	7	4	15
0.597	300	3000	60	8	10	28	185
0.598	300	2998	60	9	8	8	32
0.598	300	3000	60	9	10	28	185
0.599	300	2999	60	10	9	16	75
0.599	300	3000	60	10	10	28	185
0.6	300	2999	61	1	9	16	75
0.6	300	3000	61	1	10	28	185
0.601	300	3000	61	2	10	28	185
0.602	300	3000	61	3	10	28	185
0.603	300	3000	61	4	10	28	185
0.604	300	3000	61	5	10	28	185
0.605	300	2995	61	6	5	0	4
0.605	300	2998	61	6	8	22	113
0.605	300	3000	61	6	10	28	185
0.606	300	2996	61	7	6	2	9
0.606	300	3000	61	7	10	28	185
0.607	300	2997	61	8	7	4	15
0.607	300	3000	61	8	10	28	185
0.608	300	2998	61	9	8	8	32
0.608	300	3000	61	9	10	28	185
0.609	300	2999	61	10	9	16	75
0.609	300	3000	61	10	10	28	185
0.61	300	2999	62	1	9	16	75
0.61	300	3000	62	1	10	28	185
0.611	300	3000	62	2	10	28	185
0.612	300	3000	62	3	10	28	185
0.613	300	3000	62	4	10	28	185
0.614	300	3000	62	5	10	28	185
0.615	300	2995	62	6	5	0	4
0.615	300	3000	62	6	10	28	185
0.616	300	2996	62	7	6	2	9
0.616	300	3000	62	7	10	28	185
0.617	300	2997	62	8	7	4	15
0.617	300	3000	62	8	10	28	185
0.618	300	2998	62	9	8	8	32
0.618	300	3000	62	9	10	28	185
0.619	300	2999	62	10	9	16	75
0.619	300	3000	62	10	10	28	185
0.62	300	2999	63	1	9	16	75
0.62	300	3000	63	1	10	28	185
0.621	300	3000	63	2	10	28	185
0.622	300	3000	63	3	10	28	185
0.623	300	3000	63	4	10	28	185
0.624	300	3000	63	5	10	28	185
0.625	300	2995	63	6	5	0	4
0.625	300	3000	63	6	10	28	185
0.626	300	2996	63	7	6	2	9
0.626	300	3000	63	7	10	28	185
0.627	300	2997	63	8	7	4	15
0.627	300	3000	63	8	10	28	185
0.628	300	2998	63	9	8	8	32
0.628	300	3000	63	9	10	28	185
0.629	300	2999	63	10	9	16	75
0.629	300	3000	63	10	10	28	185
0.63	300	2999	64	1	9	16	75
0.63	300	3000	64	1	10	28	185
0.631	300	3000	64	2	10	28	185
0.632	300	3000	64	3	10	28	185
0.633	300	3000	64	4	10	28	185
0.634	300	3000	64	5	10	28	185
0.635	300	2995	64	6	5	0	4
0.635	300	3000	64	6	10	28	185
0.636	300	2996	64	7	6	2	9
0.636	300	3000	64	7	10	28	185
0.637	300	2997	64	8	7	4	15
0.637	300	3000	64	8	10	28	185
0.638	300	2998	64	9	8	8	32
0.638	300	3000	64	9	10	28	185
0.639	300	2999	64	10	9	16	75
0.639	300	3000	64	10	10	28	185
0.64	300	2999	65	1	9	16	75
0.64	300	3000	65	1	10	28	185
0.641	300	3000	65	2	10	28	185
0.642	300	3000	65	3	10	28	185
0.643	300	3000	65	4	10	28	185
0.644	300	3000	65	5	10	28	185
0.645	300	2995	65	6	5	0	4
0.645	300	3000	65	6	10	28	185
0.646	300	2996	65	7	6	2	9
0.646	300	2999	65	7	9	28	185
0.646	300	3000	65	7	10	28	185
0.647	300	2997	65	8	7	4	15
0.647	300	3000	65	8	10	28	185
0.648	300	2998	65	9	8	8	32
0.648	300	3000	65	9	10	28	185
0.649	300	2999	65	10	9	16	75
0.649	300	3000	65	10	10	28	185
0.65	300	2999	66	1	9	16	75
0.65	300	3000	66	1	10	28	185
0.651	300	3000	66	2	10	28	185
0.652	300	3000	66	3	10	28	185
0.653	300	3000	66	4	10	28	185
0.654	300	3000	66	5	10	28	185
0.655	300	2995	66	6	5	0	4
0.655	300	3000	66	6	10	28	185
0.656	300	2996	66	7	6	2	9
0.656	300	3000	66	7	10	28	185
0.657	300	2997	66	8	7	4	15
0.657	300	3000	66	8	10	28	185
0.658	300	2998	66	9	8	8	32
0.658	300	3000	66	9	10	28	185
0.659	300	2999	66	10	9	16	75
0.659	300	3000	66	10	10	28	185
0.66	300	2999	67	1	9	16	75
0.66	300	3000	67	1	10	28	185
0.661	300	3000	67	2	10	28	185
0.662	300	3000	67	3	10	28	185
0.663	300	3000	67	4	10	28	185
0.664	300	3000	67	5	10	28	185
0.665	300	2995	67	6	5	0	4
0.665	300	3000	67	6	10	28	185
0.666	300	2996	67	7	6	2	9
0.666	300	3000	67	7	10	28	185
0.667	300	2997	67	8	7	4	15
0.667	300	3000	67	8	10	28	185
0.668	300	2998	67	9	8	8	32
0.668	300	3000	67	9	10	28	185
0.669	300	2999	67	10	9	16	75
0.669	300	3000	67	10	10	28	185
0.67	300	2999	68	1	9	16	75
0.67	300	3000	68	1	10	28	185
0.671	300	3000	68	2	10	28	185
0.672	300	3000	68	3	10	28	185
0.673	300	2996	68	4	6	14	61
0.673	300	3000	68	4	10	28	185
0.674	300	3000	68	5	10	28	185
0.675	300	2995	68	6	5	0	4
0.675	300	3000	68	6	10	28	185
0.676	300	2996	68	7	6	2	9
0.676	300	3000	68	7	10	28	185
0.677	300	2997	68	8	7	4	15
0.677	300	3000	68	8	10	28	185
0.678	300	2998	68	9	8	8	32
0.678	300	3000	68	9	10	28	185
0.679	300	2999	68	10	9	16	75
0.679	300	3000	68	10	10	28	185
0.68	300	2999	69	1	9	16	75
0.68	300	3000	69	1	10	28	185
0.681	300	3000	69	2	10	28	185
0.682	300	3000	69	3	10	28	185
0.683	300	3000	69	4	10	28	185
0.684	300	3000	69	5	10	28	185
0.685	300	2995	69	6	5	0	4
0.685	300	3000	69	6	10	28	185
0.686	300	2996	69	7	6	2	9
0.686	300	3000	69	7	10	28	185
0.687	300	2997	69	8	7	4	15
0.687	300	3000	69	8	10	28	185
0.688	300	2998	69	9	8	8	32
0.688	300	3000	69	9	10	28	185
0.689	300	2999	69	10	9	16	75
0.689	300	3000	69	10	10	28	185
0.69	300	2999	70	1	9	16	75
0.69	300	3000	70	1	10	28	185
0.691	300	3000	70	2	10	28	185
0.692	300	3000	70	3	10	28	185
0.693	300	3000	70	4	10	28	185
0.694	300	2997	70	5	7	18	79
0.694	300	3000	70	5	10	28	185
0.695	300	2995	70	6	5	0	4
0.695	300	3000	70	6	10	28	185
0.696	300	2996	70	7	6	2	9
0.696	300	3000	70	7	10	28	185
0.697	300	2997	70	8	7	4	15
0.697	300	3000	70	8	10	28	185
0.698	300	2998	70	9	8	8	32
0.698	300	3000	70	9	10	28	185
0.699	300	2999	70	10	9	16	75
0.699	300	3000	70	10	10	28	185
0.7	300	2999	71	1	9	16	75
0.7	300	3000	71	1	10	28	185
0.701	300	3000	71	2	10	28	185
0.702	300	3000	71	3	10	28	185
0.703	300	3000	71	4	10	28	185
0.704	300	3000	71	5	10	28	185
0.705	300	2995	71	6	5	0	4
0.705	300	3000	71	6	10	28	185
0.706	300	2996	71	7	6	2	9
0.706	300	3000	71	7	10	28	185
0.707	300	2997	71	8	7	4	15
0.707	300	3000	71	8	10	28	185
0.708	300	2998	71	9	8	8	32
0.708	300	3000	71	9	10	28	185
0.709	300	2999	71	10	9	16	75
0.709	300	3000	71	10	10	28	185
0.71	300	2999	72	1	9	16	75
0.71	300	3000	72	1	10	28	185
0.711	300	3000	72	2	10	28	185
0.712	300	3000	72	3	10	28	185
0.713	300	3000	72	4	10	28	185
0.714	300	3000	72	5	10	28	185
0.715	300	2995	72	6	5	0	4
0.715	300	3000	72	6	10	28	185
0.716	300	2996	72	7	6	2	9
0.716	300	3000	72	7	10	28	185
0.717	300	2997	72	8	7	4	15
0.717	300	3000	72	8	10	28	185
0.718	300	2998	72	9	8	8	32
0.718	300	3000	72	9	10	28	185
0.719	300	2999	72	10	9	16	75
0.719	300	3000	72	10	10	28	185
0.72	300	2999	73	1	9	16	75
0.72	300	3000	73	1	10	28	185
0.721	300	3000	73	2	10	28	185
0.722	300	3000	73	3	10	28	185
0.723	300	3000	73	4	10	28	185
0.724	300	3000	73	5	10	28	185
0.725	300	2995	73	6	5	0	4
0.725	300	3000	73	6	10	28	185
0.726	300	2996	73	7	6	2	9
0.726	300	3000	73	7	10	28	185
0.727	300	2997	73	8	7	4	15
0.727	300	3000	73	8	10	28	185
0.728	300	2998	73	9	8	8	32
0.728	300	3000	73	9	10	28	185
0.729	300	2999	73	10	9	16	75
0.729	300	3000	73	10	10	28	185
0.73	300	2999	74	1	9	16	75
0.73	300	3000	74	1	10	28	185
0.731	300	3000	74	2	10	28	185
0.732	300	3000	74	3	10	28	185
0.733	300	3000	74	4	10	28	185
0.734	300	3000	74	5	10	28	185
0.735	300	2995	74	6	5	0	4
0.735	300	3000	74	6	10	28	185
0.736	300	2996	74	7	6	2	9
0.736	300	3000	74	7	10	28	185
0.737	300	2997	74	8	7	4	15
0.737	300	3000	74	8	10	28	185
0.738	300	2998	74	9	8	8	32
0.738	300	3000	74	9	10	28	185
0.739	300	2999	74	10	9	16	75
0.739	300	3000	74	10	10	28	185
0.74	300	2999	75	1	9	16	75
0.74	300	3000	75	1	10	28	185
0.741	300	3000	75	2	10	28	185
0.742	300	3000	75	3	10	28	185
0.743	300	2996	75	4	6	14	61
0.743	300	3000	75	4	10	28	185
0.744	300	3000	75	5	10	28	185
0.745	300	2995	75	6	5	0	4
0.745	300	3000	75	6	10	28	185
0.746	300	2996	75	7	6	2	9
0.746	300	3000	75	7	10	28	185
0.747	300	2997	75	8	7	4	15
0.747	300	3000	75	8	10	28	185
0.748	300	2998	75	9	8	8	32
0.748	300	3000	75	9	10	28	185
0.749	300	2999	75	10	9	16	75
0.749	300	3000	75	10	10	28	185
0.75	300	2999	76	1	9	16	75
0.75	300	3000	76	1	10	28	185
0.751	300	3000	76	2	10	28	185
0.752	300	3000	76	3	10	28	185
0.753	300	3000	76	4	10	28	185
0.754	300	3000	76	5	10	28	185
0.755	300	2995	76	6	5	0	4
0.755	300	3000	76	6	10	28	185
0.756	300	2996	76	7	6	2	9
0.756	300	3000	76	7	10	28	185
0.757	300	2997	76	8	7	4	15
0.757	300	3000	76	8	10	28	185
0.758	300	2998	76	9	8	8	32
0.758	300	3000	76	9	10	28	185
0.759	300	2999	76	10	9	16	75
0.759	300	3000	76	10	10	28	185
0.76	300	2999	77	1	9	16	75
0.76	300	3000	77	1	10	28	185
0.761	300	3000	77	2	10	28	185
0.762	300	3000	77	3	10	28	185
0.763	300	3000	77	4	10	28	185
0.764	300	3000	77	5	10	28	185
0.765	300	2995	77	6	5	0	4
0.765	300	3000	77	6	10	28	185
0.766	300	2996	77	7	6	2	9
0.766	300	3000	77	7	10	28	185
0.767	300	2997	77	8	7	4	15
0.767	300	3000	77	8	10	28	185
0.768	300	2998	77	9	8	8	32
0.768	300	3000	77	9	10	28	185
0.769	300	2999	77	10	9	16	75
0.769	300	3000	77	10	10	28	185
0.77	300	2999	78	1	9	16	75
0.77	300	3000	78	1	10	28	185
0.771	300	3000	78	2	10	28	185
0.772	300	3000	78	3	10	28	185
0.773	300	3000	78	4	10	28	185
0.774	300	3000	78	5	10	28	185
0.775	300	2995	78	6	5	0	4
0.775	300	3000	78	6	10	28	185
0.776	300	2996	78	7	6	2	9
0.776	300	3000	78	7	10	28	185
0.777	300	2997	78	8	7	4	15
0.777	300	3000	78	8	10	28	185
0.778	300	2998	78	9	8	8	32
0.778	300	3000	78	9	10	28	185
0.779	300	2999	78	10	9	16	75
0.779	300	3000	78	10	10	28	185
0.78	300	2999	79	1	9	16	75
0.78	300	3000	79	1	10	28	185
0.781	300	3000	79	2	10	28	185
0.782	300	3000	79	3	10	28	185
0.783	300	3000	79	4	10	28	185
0.784	300	3000	79	5	10	28	185
0.785	300	2995	79	6	5	0	4
0.785	300	3000	79	6	10	28	185
0.786	300	2996	79	7	6	2	9
0.786	300	3000	79	7	10	28	185
0.787	300	2997	79	8	7	4	15
0.787	300	3000	79	8	10	28	185
0.788	300	2998	79	9	8	8	32
0.788	300	3000	79	9	10	28	185
0.789	300	2999	79	10	9	16	75
0.789	300	3000	79	10	10	28	185
0.79	300	2999	80	1	9	16	75
0.79	300	3000	80	1	10	28	185
0.791	300	3000	80	2	10	28	185
0.792	300	3000	80	3	10	28	185
0.793	300	3000	80	4	10	28	185
0.794	300	3000	80	5	10	28	185
0.795	300	2995	80	6	5	0	4
0.795	300	3000	80	6	10	28	185
0.796	300	2996	80	7	6	2	9
0.796	300	3000	80	7	10	28	185
0.797	300	2997	80	8	7	4	15
0.797	300	3000	80	8	10	28	185
0.798	300	2998	80	9	8	8	32
0.798	300	3000	80	9	10	28	185
0.799	300	2999	80	10	9	16	75
0.799	300	3000	80	10	10	28	185
0.8	300	2999	81	1	9	16	75
0.8	300	3000	81	1	10	28	185
0.801	300	3000	81	2	10	28	185
0.802	300	3000	81	3	10	28	185
0.803	300	3000	81	4	10	28	185
0.804	300	3000	81	5	10	28	185
0.805	300	2995	81	6	5	0	4
0.805	300	3000	81	6	10	28	185
0.806	300	2996	81	7	6	2	9
0.806	300	3000	81	7	10	28	185
0.807	300	2997	81	8	7	4	15
0.807	300	3000	81	8	10	28	185
0.808	300	2998	81	9	8	8	32
0.808	300	3000	81	9	10	28	185
0.809	300	2999	81	10	9	16	75
0.809	300	3000	81	10	10	28	185
0.81	300	2999	82	1	9	16	75
0.81	300	3000	82	1	10	28	185
0.811	300	3000	82	2	10	28	185
0.812	300	3000	82	3	10	28	185
0.813	300	3000	82	4	10	28	185
0.814	300	3000	82	5	10	28	185
0.815	300	2995	82	6	5	0	4
0.815	300	3000	82	6	10	28	185
0.816	300	2996	82	7	6	2	9
0.816	300	2999	82	7	9	28	185
0.816	300	3000	82	7	10	28	185
0.817	300	2997	82	8	7	4	15
0.817	300	2999	82	8	9	28	185
0.817	300	3000	82	8	10	28	185
0.818	300	2998	82	9	8	8	32
0.818	300	3000	82	9	10	28	185
0.819	300	2999	82	10	9	16	75
0.819	300	3000	82	10	10	28	185
0.82	300	2999	83	1	9	16	75
0.82	300	3000	83	1	10	28	185
0.821	300	3000	83	2	10	28	185
0.822	300	3000	83	3	10	28	185
0.823	300	3000	83	4	10	28	185
0.824	300	3000	83	5	10	28	185
0.825	300	2995	83	6	5	0	4
0.825	300	3000	83	6	10	28	185
0.826	300	2996	83	7	6	2	9
0.826	300	3000	83	7	10	28	185
0.827	300	2997	83	8	7	4	15
0.827	300	3000	83	8	10	28	185
0.828	300	2998	83	9	8	8	32
0.828	300	3000	83	9	10	28	185
0.829	300	2999	83	10	9	16	75
0.829	300	3000	83	10	10	28	185
0.83	300	2999	84	1	9	16	75
0.83	300	3000	84	1	10	28	185
0.831	300	3000	84	2	10	28	185
0.832	300	3000	84	3	10	28	185
0.833	300	3000	84	4	10	28	185
0.834	300	3000	84	5	10	28	185
0.835	300	2995	84	6	5	0	4
0.835	300	3000	84	6	10	28	185
0.836	300	2996	84	7	6	2	9
0.836	300	3000	84	7	10	28	185
0.837	300	2997	84	8	7	4	15
0.837	300	3000	84	8	10	28	185
0.838	300	2998	84	9	8	8	32
0.838	300	3000	84	9	10	28	185
0.839	300	2999	84	10	9	16	75
0.839	300	3000	84	10	10	28	185
0.84	300	2999	85	1	9	16	75
0.84	300	3000	85	1	10	28	185
0.841	300	3000	85	2	10	28	185
0.842	300	3000	85	3	10	28	185
0.843	300	3000	85	4	10	28	185
0.844	300	3000	85	5	10	28	185
0.845	300	2995	85	6	5	0	4
0.845	300	3000	85	6	10	28	185
0.846	300	2996	85	7	6	2	9
0.846	300	2999	85	7	9	28	185
0.846	300	3000	85	7	10	28	185
0.847	300	2997	85	8	7	4	15
0.847	300	3000	85	8	10	28	185
0.848	300	2998	85	9	8	8	32
0.848	300	3000	85	9	10	28	185
0.849	300	2999	85	10	9	16	75
0.849	300	3000	85	10	10	28	185
0.85	300	2999	86	1	9	16	75
0.85	300	3000	86	1	10	28	185
0.851	300	3000	86	2	10	28	185
0.852	300	2995	86	3	5	12	47
0.852	300	3000	86	3	10	28	185
0.853	300	3000	86	4	10	28	185
0.854	300	3000	86	5	10	28	185
0.855	300	2995	86	6	5	0	4
0.855	300	3000	86	6	10	28	185
0.856	300	2996	86	7	6	2	9
0.856	300	3000	86	7	10	28	185
0.857	300	2997	86	8	7	4	15
0.857	300	3000	86	8	10	28	185
0.858	300	2998	86	9	8	8	32
0.858	300	3000	86	9	10	28	185
0.859	300	2999	86	10	9	16	75
0.859	300	3000	86	10	10	28	185
0.86	300	2999	87	1	9	16	75
0.86	300	3000	87	1	10	28	185
0.861	300	3000	87	2	10	28	185
0.862	300	3000	87	3	10	28	185
0.863	300	3000	87	4	10	28	185
0.864	300	3000	87	5	10	28	185
0.865	300	2995	87	6	5	0	4
0.865	300	2998	87	6	8	22	113
0.865	300	3000	87	6	10	28	185
0.866	300	2996	87	7	6	2	9
0.866	300	3000	87	7	10	28	185
0.867	300	2997	87	8	7	4	15
0.867	300	3000	87	8	10	28	185
0.868	300	2998	87	9	8	8	32
0.868	300	3000	87	9	10	28	185
0.869	300	2999	87	10	9	16	75
0.869	300	3000	87	10	10	28	185
0.87	300	2999	88	1	9	16	75
0.87	300	3000	88	1	10	28	185
0.871	300	3000	88	2	10	28	185
0.872	300	2998	88	3	8	22	113
0.872	300	3000	88	3	10	28	185
0.873	300	3000	88	4	10	28	185
0.874	300	3000	88	5	10	28	185
0.875	300	2995	88	6	5	0	4
0.875	300	3000	88	6	10	28	185
0.876	300	2996	88	7	6	2	9
0.876	300	3000	88	7	10	28	185
0.877	300	2997	88	8	7	4	15
0.877	300	3000	88	8	10	28	185
0.878	300	2998	88	9	8	8	32
0.878	300	3000	88	9	10	28	185
0.879	300	2999	88	10	9	16	75
0.879	300	3000	88	10	10	28	185
0.88	300	2999	89	1	9	16	75
0.88	300	3000	89	1	10	28	185
0.881	300	3000	89	2	10	28	185
0.882	300	3000	89	3	10	28	185
0.883	300	3000	89	4	10	28	185
0.884	300	3000	89	5	10	28	185
0.885	300	2995	89	6	5	0	4
0.885	300	2998	89	6	8	22	113
0.885	300	3000	89	6	10	28	185
0.886	300	2996	89	7	6	2	9
0.886	300	3000	89	7	10	28	185
0.887	300	2997	89	8	7	4	15
0.887	300	3000	89	8	10	28	185
0.888	300	2998	89	9	8	8	32
0.888	300	3000	89	9	10	28	185
0.889	300	2999	89	10	9	16	75
0.889	300	3000	89	10	10	28	185
0.89	300	2999	90	1	9	16	75
0.89	300	3000	90	1	10	28	185
0.891	300	3000	90	2	10	28	185
0.892	300	3000	90	3	10	28	185
0.893	300	3000	90	4	10	28	185
0.894	300	3000	90	5	10	28	185
0.895	300	2995	90	6	5	0	4
0.895	300	3000	90	6	10	28	185
0.896	300	2996	90	7	6	2	9
0.896	300	3000	90	7	10	28	185
0.897	300	2997	90	8	7	4	15
0.897	300	3000	90	8	10	28	185
0.898	300	2998	90	9	8	8	32
0.898	300	3000	90	9	10	28	185
0.899	300	2999	90	10	9	16	75
0.899	300	3000	90	10	10	28	185
0.9	300	2999	91	1	9	16	75
0.9	300	3000	91	1	10	28	185
0.901	300	3000	91	2	10	28	185
0.902	300	3000	91	3	10	28	185
0.903	300	3000	91	4	10	28	185
0.904	300	3000	91	5	10	28	185
0.905	300	2995	91	6	5	0	4
0.905	300	3000	91	6	10	28	185
0.906	300	2996	91	7	6	2	9
0.906	300	3000	91	7	10	28	185
0.907	300	2997	91	8	7	4	15
0.907	300	2999	91	8	9	28	185
0.907	300	3000	91	8	10	28	185
0.908	300	2998	91	9	8	8	32
0.908	300	3000	91	9	10	28	185
0.909	300	2999	91	10	9	16	75
0.909	300	3000	91	10	10	28	185
0.91	300	2999	92	1	9	16	75
0.91	300	3000	92	1	10	28	185
0.911	300	3000	92	2	10	28	185
0.912	300	3000	92	3	10	28	185
0.913	300	3000	92	4	10	28	185
0.914	300	3000	92	5	10	28	185
0.915	300	2995	92	6	5	0	4
0.915	300	3000	92	6	10	28	185
0.916	300	2996	92	7	6	2	9
0.916	300	3000	92	7	10	28	185
0.917	300	2997	92	8	7	4	15
0.917	300	3000	92	8	10	28	185
0.918	300	2998	92	9	8	8	32
0.918	300	3000	92	9	10	28	185
0.919	300	2999	92	10	9	16	75
0.919	300	3000	92	10	10	28	185
0.92	300	2999	93	1	9	16	75
0.92	300	3000	93	1	10	28	185
0.921	300	3000	93	2	10	28	185
0.922	300	3000	93	3	10	28	185
0.923	300	3000	93	4	10	28	185
0.924	300	3000	93	5	10	28	185
0.925	300	2995	93	6	5	0	4
0.925	300	3000	93	6	10	28	185
0.926	300	2996	93	7	6	2	9
0.926	300	3000	93	7	10	28	185
0.927	300	2997	93	8	7	4	15
0.927	300	3000	93	8	10	28	185
0.928	300	2998	93	9	8	8	32
0.928	300	3000	93	9	10	28	185
0.929	300	2999	93	10	9	16	75
0.929	300	3000	93	10	10	28	185
0.93	300	2999	94	1	9	16	75
0.93	300	3000	94	1	10	28	185
0.931	300	3000	94	2	10	28	185
0.932	300	3000	94	3	10	28	185
0.933	300	3000	94	4	10	28	185
0.934	300	2997	94	5	7	18	79
0.934	300	3000	94	5	10	28	185
0.935	300	2995	94	6	5	0	4
0.935	300	3000	94	6	10	28	185
0.936	300	2996	94	7	6	2	9
0.936	300	3000	94	7	10	28	185
0.937	300	2997	94	8	7	4	15
0.937	300	3000	94	8	10	28	185
0.938	300	2998	94	9	8	8	32
0.938	300	3000	94	9	10	28	185
0.939	300	2999	94	10	9	16	75
0.939	300	3000	94	10	10	28	185
0.94	300	2999	95	1	9	16	75
0.94	300	3000	95	1	10	28	185
0.941	300	3000	95	2	10	28	185
0.942	300	3000	95	3	10	28	185
0.943	300	3000	95	4	10	28	185
0.944	300	3000	95	5	10	28	185
0.945	300	2995	95	6	5	0	4
0.945	300	3000	95	6	10	28	185
0.946	300	2996	95	7	6	2	9
0.946	300	3000	95	7	10	28	185
0.947	300	2997	95	8	7	4	15
0.947	300	3000	95	8	10	28	185
0.948	300	2998	95	9	8	8	32
0.948	300	3000	95	9	10	28	185
0.949	300	2999	95	10	9	16	75
0.949	300	3000	95	10	10	28	185
0.95	300	2999	96	1	9	16	75
0.95	300	3000	96	1	10	28	185
0.951	300	3000	96	2	10	28	185
0.952	300	3000	96	3	10	28	185
0.953	300	3000	96	4	10	28	185
0.954	300	3000	96	5	10	28	185
0.955	300	2995	96	6	5	0	4
0.955	300	3000	96	6	10	28	185
0.956	300	2996	96	7	6	2	9
0.956	300	3000	96	7	10	28	185
0.957	300	2997	96	8	7	4	15
0.957	300	3000	96	8	10	28	185
0.958	300	2998	96	9	8	8	32
0.958	300	3000	96	9	10	28	185
0.959	300	2999	96	10	9	16	75
0.959	300	3000	96	10	10	28	185
0.96	300	2999	97	1	9	16	75
0.96	300	3000	97	1	10	28	185
0.961	300	3000	97	2	10	28	185
0.962	300	3000	97	3	10	28	185
0.963	300	3000	97	4	10	28	185
0.964	300	3000	97	5	10	28	185
0.965	300	2995	97	6	5	0	4
0.965	300	3000	97	6	10	28	185
0.966	300	2996	97	7	6	2	9
0.966	300	3000	97	7	10	28	185
0.967	300	2997	97	8	7	4	15
0.967	300	3000	97	8	10	28	185
0.968	300	2998	97	9	8	8	32
0.968	300	3000	97	9	10	28	185
0.969	300	2999	97	10	9	16	75
0.969	300	3000	97	10	10	28	185
0.97	300	2999	98	1	9	16	75
0.97	300	3000	98	1	10	28	185
0.971	300	3000	98	2	10	28	185
0.972	300	3000	98	3	10	28	185
0.973	300	3000	98	4	10	28	185
0.974	300	3000	98	5	10	28	185
0.975	300	2995	98	6	5	0	4
0.975	300	3000	98	6	10	28	185
0.976	300	2996	98	7	6	2	9
0.976	300	3000	98	7	10	28	185
0.977	300	2997	98	8	7	4	15
0.977	300	3000	98	8	10	28	185
