% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.978	300	2998	98	9	8	8	32
0.978	300	3000	98	9	10	28	185
0.979	300	2999	98	10	9	16	75
0.979	300	3000	98	10	10	28	185
0.98	300	2999	99	1	9	16	75
0.98	300	3000	99	1	10	28	185
0.981	300	3000	99	2	10	28	185
0.982	300	3000	99	3	10	28	185
0.983	300	3000	99	4	10	28	185
0.984	300	2997	99	5	7	18	79
0.984	300	3000	99	5	10	28	185
0.985	300	2995	99	6	5	0	4
0.985	300	3000	99	6	10	28	185
0.986	300	2996	99	7	6	2	9
0.986	300	3000	99	7	10	28	185
0.987	300	2997	99	8	7	4	15
0.987	300	3000	99	8	10	28	185
0.988	300	2998	99	9	8	8	32
0.988	300	3000	99	9	10	28	185
0.989	300	2999	99	10	9	16	75
0.989	300	3000	99	10	10	28	185
0.99	300	2999	100	1	9	16	75
0.99	300	3000	100	1	10	28	185
0.991	300	3000	100	2	10	28	185
0.992	300	3000	100	3	10	28	185
0.993	300	3000	100	4	10	28	185
0.994	300	2997	100	5	7	18	79
0.994	300	3000	100	5	10	28	185
0.995	300	2995	100	6	5	0	4
0.995	300	3000	100	6	10	28	185
0.996	300	2996	100	7	6	2	9
0.996	300	3000	100	7	10	28	185
0.997	300	2997	100	8	7	4	15
0.997	300	3000	100	8	10	28	185
0.998	300	2998	100	9	8	8	32
0.998	300	3000	100	9	10	28	185
0.999	300	2999	100	10	9	16	75
0.999	300	3000	100	10	10	28	185
1	300	2999	101	1	9	16	75
1	300	3000	101	1	10	28	185
1.001	300	3000	101	2	10	28	185
1.002	300	3000	101	3	10	28	185
1.003	300	3000	101	4	10	28	185
1.004	300	2997	101	5	7	18	79
1.004	300	3000	101	5	10	28	185
1.005	300	2995	101	6	5	0	4
1.005	300	3000	101	6	10	28	185
1.006	300	2996	101	7	6	2	9
1.006	300	3000	101	7	10	28	185
1.007	300	2997	101	8	7	4	15
1.007	300	3000	101	8	10	28	185
1.008	300	2998	101	9	8	8	32
1.008	300	3000	101	9	10	28	185
1.009	300	2999	101	10	9	16	75
1.009	300	3000	101	10	10	28	185
1.01	300	2999	102	1	9	16	75
1.01	300	3000	102	1	10	28	185
1.011	300	3000	102	2	10	28	185
1.012	300	3000	102	3	10	28	185
1.013	300	3000	102	4	10	28	185
1.014	300	3000	102	5	10	28	185
1.015	300	2995	102	6	5	0	4
1.015	300	3000	102	6	10	28	185
1.016	300	2996	102	7	6	2	9
1.016	300	3000	102	7	10	28	185
1.017	300	2997	102	8	7	4	15
1.017	300	3000	102	8	10	28	185
1.018	300	2998	102	9	8	8	32
1.018	300	3000	102	9	10	28	185
1.019	300	2999	102	10	9	16	75
1.019	300	3000	102	10	10	28	185
1.02	300	2999	103	1	9	16	75
1.02	300	3000	103	1	10	28	185
1.021	300	3000	103	2	10	28	185
1.022	300	3000	103	3	10	28	185
1.023	300	3000	103	4	10	28	185
1.024	300	3000	103	5	10	28	185
1.025	300	2995	103	6	5	0	4
1.025	300	2998	103	6	8	22	113
1.025	300	3000	103	6	10	28	185
1.026	300	2996	103	7	6	2	9
1.026	300	3000	103	7	10	28	185
1.027	300	2997	103	8	7	4	15
1.027	300	3000	103	8	10	28	185
1.028	300	2998	103	9	8	8	32
1.028	300	3000	103	9	10	28	185
1.029	300	2999	103	10	9	16	75
1.029	300	3000	103	10	10	28	185
1.03	300	2999	104	1	9	16	75
1.03	300	3000	104	1	10	28	185
1.031	300	3000	104	2	10	28	185
1.032	300	2995	104	3	5	12	47
1.032	300	3000	104	3	10	28	185
1.033	300	3000	104	4	10	28	185
1.034	300	3000	104	5	10	28	185
1.035	300	2995	104	6	5	0	4
1.035	300	3000	104	6	10	28	185
1.036	300	2996	104	7	6	2	9
1.036	300	3000	104	7	10	28	185
1.037	300	2997	104	8	7	4	15
1.037	300	3000	104	8	10	28	185
1.038	300	2998	104	9	8	8	32
1.038	300	3000	104	9	10	28	185
1.039	300	2999	104	10	9	16	75
1.039	300	3000	104	10	10	28	185
1.04	300	2999	105	1	9	16	75
1.04	300	3000	105	1	10	28	185
1.041	300	3000	105	2	10	28	185
1.042	300	3000	105	3	10	28	185
1.043	300	3000	105	4	10	28	185
1.044	300	3000	105	5	10	28	185
1.045	300	2995	105	6	5	0	4
1.045	300	3000	105	6	10	28	185
1.046	300	2996	105	7	6	2	9
1.046	300	3000	105	7	10	28	185
1.047	300	2997	105	8	7	4	15
1.047	300	3000	105	8	10	28	185
1.048	300	2998	105	9	8	8	32
1.048	300	3000	105	9	10	28	185
1.049	300	2999	105	10	9	16	75
1.049	300	3000	105	10	10	28	185
1.05	300	2999	106	1	9	16	75
1.05	300	3000	106	1	10	28	185
1.051	300	3000	106	2	10	28	185
1.052	300	3000	106	3	10	28	185
1.053	300	3000	106	4	10	28	185
1.054	300	3000	106	5	10	28	185
1.055	300	2995	106	6	5	0	4
1.055	300	3000	106	6	10	28	185
1.056	300	2996	106	7	6	2	9
1.056	300	3000	106	7	10	28	185
1.057	300	2997	106	8	7	4	15
1.057	300	3000	106	8	10	28	185
1.058	300	2998	106	9	8	8	32
1.058	300	3000	106	9	10	28	185
1.059	300	2999	106	10	9	16	75
1.059	300	3000	106	10	10	28	185
1.06	300	2999	107	1	9	16	75
1.06	300	3000	107	1	10	28	185
1.061	300	3000	107	2	10	28	185
1.062	300	3000	107	3	10	28	185
1.063	300	3000	107	4	10	28	185
1.064	300	3000	107	5	10	28	185
1.065	300	2995	107	6	5	0	4
1.065	300	3000	107	6	10	28	185
1.066	300	2996	107	7	6	2	9
1.066	300	3000	107	7	10	28	185
1.067	300	2997	107	8	7	4	15
1.067	300	3000	107	8	10	28	185
1.068	300	2998	107	9	8	8	32
1.068	300	3000	107	9	10	28	185
1.069	300	2999	107	10	9	16	75
1.069	300	3000	107	10	10	28	185
1.07	300	2999	108	1	9	16	75
1.07	300	3000	108	1	10	28	185
1.071	300	3000	108	2	10	28	185
1.072	300	3000	108	3	10	28	185
1.073	300	3000	108	4	10	28	185
1.074	300	3000	108	5	10	28	185
1.075	300	2995	108	6	5	0	4
1.075	300	3000	108	6	10	28	185
1.076	300	2996	108	7	6	2	9
1.076	300	3000	108	7	10	28	185
1.077	300	2997	108	8	7	4	15
1.077	300	3000	108	8	10	28	185
1.078	300	2998	108	9	8	8	32
1.078	300	3000	108	9	10	28	185
1.079	300	2999	108	10	9	16	75
1.079	300	3000	108	10	10	28	185
1.08	300	2999	109	1	9	16	75
1.08	300	3000	109	1	10	28	185
1.081	300	3000	109	2	10	28	185
1.082	300	3000	109	3	10	28	185
1.083	300	3000	109	4	10	28	185
1.084	300	3000	109	5	10	28	185
1.085	300	2995	109	6	5	0	4
1.085	300	3000	109	6	10	28	185
1.086	300	2996	109	7	6	2	9
1.086	300	3000	109	7	10	28	185
1.087	300	2997	109	8	7	4	15
1.087	300	2999	109	8	9	28	185
1.087	300	3000	109	8	10	28	185
1.088	300	2998	109	9	8	8	32
1.088	300	3000	109	9	10	28	185
1.089	300	2999	109	10	9	16	75
1.089	300	3000	109	10	10	28	185
1.09	300	2999	110	1	9	16	75
1.09	300	3000	110	1	10	28	185
1.091	300	3000	110	2	10	28	185
1.092	300	3000	110	3	10	28	185
1.093	300	3000	110	4	10	28	185
1.094	300	3000	110	5	10	28	185
1.095	300	2995	110	6	5	0	4
1.095	300	3000	110	6	10	28	185
1.096	300	2996	110	7	6	2	9
1.096	300	2999	110	7	9	28	185
1.096	300	3000	110	7	10	28	185
1.097	300	2997	110	8	7	4	15
1.097	300	3000	110	8	10	28	185
1.098	300	2998	110	9	8	8	32
1.098	300	3000	110	9	10	28	185
1.099	300	2999	110	10	9	16	75
1.099	300	3000	110	10	10	28	185
1.1	300	2999	111	1	9	16	75
1.1	300	3000	111	1	10	28	185
1.101	300	3000	111	2	10	28	185
1.102	300	3000	111	3	10	28	185
1.103	300	3000	111	4	10	28	185
1.104	300	3000	111	5	10	28	185
1.105	300	2995	111	6	5	0	4
1.105	300	3000	111	6	10	28	185
1.106	300	2996	111	7	6	2	9
1.106	300	3000	111	7	10	28	185
1.107	300	2997	111	8	7	4	15
1.107	300	3000	111	8	10	28	185
1.108	300	2998	111	9	8	8	32
1.108	300	3000	111	9	10	28	185
1.109	300	2999	111	10	9	16	75
1.109	300	3000	111	10	10	28	185
1.11	300	2999	112	1	9	16	75
1.11	300	3000	112	1	10	28	185
1.111	300	3000	112	2	10	28	185
1.112	300	3000	112	3	10	28	185
1.113	300	3000	112	4	10	28	185
1.114	300	3000	112	5	10	28	185
1.115	300	2995	112	6	5	0	4
1.115	300	3000	112	6	10	28	185
1.116	300	2996	112	7	6	2	9
1.116	300	2999	112	7	9	28	185
1.116	300	3000	112	7	10	28	185
1.117	300	2997	112	8	7	4	15
1.117	300	3000	112	8	10	28	185
1.118	300	2998	112	9	8	8	32
1.118	300	3000	112	9	10	28	185
1.119	300	2999	112	10	9	16	75
1.119	300	3000	112	10	10	28	185
1.12	300	2999	113	1	9	16	75
1.12	300	3000	113	1	10	28	185
1.121	300	3000	113	2	10	28	185
1.122	300	3000	113	3	10	28	185
1.123	300	3000	113	4	10	28	185
1.124	300	3000	113	5	10	28	185
1.125	300	2995	113	6	5	0	4
1.125	300	3000	113	6	10	28	185
1.126	300	2996	113	7	6	2	9
1.126	300	3000	113	7	10	28	185
1.127	300	2997	113	8	7	4	15
1.127	300	3000	113	8	10	28	185
1.128	300	2998	113	9	8	8	32
1.128	300	3000	113	9	10	28	185
1.129	300	2999	113	10	9	16	75
1.129	300	3000	113	10	10	28	185
1.13	300	2999	114	1	9	16	75
1.13	300	3000	114	1	10	28	185
1.131	300	3000	114	2	10	28	185
1.132	300	3000	114	3	10	28	185
1.133	300	2996	114	4	6	14	61
1.133	300	3000	114	4	10	28	185
1.134	300	3000	114	5	10	28	185
1.135	300	2995	114	6	5	0	4
1.135	300	3000	114	6	10	28	185
1.136	300	2996	114	7	6	2	9
1.136	300	3000	114	7	10	28	185
1.137	300	2997	114	8	7	4	15
1.137	300	3000	114	8	10	28	185
1.138	300	2998	114	9	8	8	32
1.138	300	3000	114	9	10	28	185
1.139	300	2999	114	10	9	16	75
1.139	300	3000	114	10	10	28	185
1.14	300	2999	115	1	9	16	75
1.14	300	3000	115	1	10	28	185
1.141	300	3000	115	2	10	28	185
1.142	300	3000	115	3	10	28	185
1.143	300	3000	115	4	10	28	185
1.144	300	3000	115	5	10	28	185
1.145	300	2995	115	6	5	0	4
1.145	300	3000	115	6	10	28	185
1.146	300	2996	115	7	6	2	9
1.146	300	3000	115	7	10	28	185
1.147	300	2997	115	8	7	4	15
1.147	300	2999	115	8	9	28	185
1.147	300	3000	115	8	10	28	185
1.148	300	2998	115	9	8	8	32
1.148	300	3000	115	9	10	28	185
1.149	300	2999	115	10	9	16	75
1.149	300	3000	115	10	10	28	185
1.15	300	2999	116	1	9	16	75
1.15	300	3000	116	1	10	28	185
1.151	300	3000	116	2	10	28	185
1.152	300	3000	116	3	10	28	185
1.153	300	3000	116	4	10	28	185
1.154	300	3000	116	5	10	28	185
1.155	300	2995	116	6	5	0	4
1.155	300	3000	116	6	10	28	185
1.156	300	2996	116	7	6	2	9
1.156	300	3000	116	7	10	28	185
1.157	300	2997	116	8	7	4	15
1.157	300	3000	116	8	10	28	185
1.158	300	2998	116	9	8	8	32
1.158	300	3000	116	9	10	28	185
1.159	300	2999	116	10	9	16	75
1.159	300	3000	116	10	10	28	185
1.16	300	2999	117	1	9	16	75
1.16	300	3000	117	1	10	28	185
1.161	300	3000	117	2	10	28	185
1.162	300	3000	117	3	10	28	185
1.163	300	3000	117	4	10	28	185
1.164	300	3000	117	5	10	28	185
1.165	300	2995	117	6	5	0	4
1.165	300	3000	117	6	10	28	185
1.166	300	2996	117	7	6	2	9
1.166	300	3000	117	7	10	28	185
1.167	300	2997	117	8	7	4	15
1.167	300	3000	117	8	10	28	185
1.168	300	2998	117	9	8	8	32
1.168	300	3000	117	9	10	28	185
1.169	300	2999	117	10	9	16	75
1.169	300	3000	117	10	10	28	185
1.17	300	2999	118	1	9	16	75
1.17	300	3000	118	1	10	28	185
1.171	300	3000	118	2	10	28	185
1.172	300	3000	118	3	10	28	185
1.173	300	3000	118	4	10	28	185
1.174	300	3000	118	5	10	28	185
1.175	300	2995	118	6	5	0	4
1.175	300	3000	118	6	10	28	185
1.176	300	2996	118	7	6	2	9
1.176	300	3000	118	7	10	28	185
1.177	300	2997	118	8	7	4	15
1.177	300	3000	118	8	10	28	185
1.178	300	2998	118	9	8	8	32
1.178	300	3000	118	9	10	28	185
1.179	300	2999	118	10	9	16	75
1.179	300	3000	118	10	10	28	185
1.18	300	2999	119	1	9	16	75
1.18	300	3000	119	1	10	28	185
1.181	300	3000	119	2	10	28	185
1.182	300	3000	119	3	10	28	185
1.183	300	3000	119	4	10	28	185
1.184	300	3000	119	5	10	28	185
1.185	300	2995	119	6	5	0	4
1.185	300	3000	119	6	10	28	185
1.186	300	2996	119	7	6	2	9
1.186	300	3000	119	7	10	28	185
1.187	300	2997	119	8	7	4	15
1.187	300	3000	119	8	10	28	185
1.188	300	2998	119	9	8	8	32
1.188	300	3000	119	9	10	28	185
1.189	300	2999	119	10	9	16	75
1.189	300	3000	119	10	10	28	185
1.19	300	2999	120	1	9	16	75
1.19	300	3000	120	1	10	28	185
1.191	300	3000	120	2	10	28	185
1.192	300	3000	120	3	10	28	185
1.193	300	3000	120	4	10	28	185
1.194	300	2997	120	5	7	18	79
1.194	300	3000	120	5	10	28	185
1.195	300	2995	120	6	5	0	4
1.195	300	3000	120	6	10	28	185
1.196	300	2996	120	7	6	2	9
1.196	300	2999	120	7	9	28	185
1.196	300	3000	120	7	10	28	185
1.197	300	2997	120	8	7	4	15
1.197	300	3000	120	8	10	28	185
1.198	300	2998	120	9	8	8	32
1.198	300	3000	120	9	10	28	185
1.199	300	2999	120	10	9	16	75
1.199	300	3000	120	10	10	28	185
1.2	300	2999	121	1	9	16	75
1.2	300	3000	121	1	10	28	185
1.201	300	3000	121	2	10	28	185
1.202	300	3000	121	3	10	28	185
1.203	300	3000	121	4	10	28	185
1.204	300	3000	121	5	10	28	185
1.205	300	2995	121	6	5	0	4
1.205	300	3000	121	6	10	28	185
1.206	300	2996	121	7	6	2	9
1.206	300	3000	121	7	10	28	185
1.207	300	2997	121	8	7	4	15
1.207	300	3000	121	8	10	28	185
1.208	300	2998	121	9	8	8	32
1.208	300	3000	121	9	10	28	185
1.209	300	2999	121	10	9	16	75
1.209	300	3000	121	10	10	28	185
1.21	300	2999	122	1	9	16	75
1.21	300	3000	122	1	10	28	185
1.211	300	3000	122	2	10	28	185
1.212	300	3000	122	3	10	28	185
1.213	300	3000	122	4	10	28	185
1.214	300	3000	122	5	10	28	185
1.215	300	2995	122	6	5	0	4
1.215	300	3000	122	6	10	28	185
1.216	300	2996	122	7	6	2	9
1.216	300	3000	122	7	10	28	185
1.217	300	2997	122	8	7	4	15
1.217	300	3000	122	8	10	28	185
1.218	300	2998	122	9	8	8	32
1.218	300	3000	122	9	10	28	185
1.219	300	2999	122	10	9	16	75
1.219	300	3000	122	10	10	28	185
1.22	300	2999	123	1	9	16	75
1.22	300	3000	123	1	10	28	185
1.221	300	3000	123	2	10	28	185
1.222	300	3000	123	3	10	28	185
1.223	300	2996	123	4	6	14	61
1.223	300	3000	123	4	10	28	185
1.224	300	2997	123	5	7	18	79
1.224	300	3000	123	5	10	28	185
1.225	300	2995	123	6	5	0	4
1.225	300	3000	123	6	10	28	185
1.226	300	2996	123	7	6	2	9
1.226	300	3000	123	7	10	28	185
1.227	300	2997	123	8	7	4	15
1.227	300	3000	123	8	10	28	185
1.228	300	2998	123	9	8	8	32
1.228	300	3000	123	9	10	28	185
1.229	300	2999	123	10	9	16	75
1.229	300	3000	123	10	10	28	185
1.23	300	2999	124	1	9	16	75
1.23	300	3000	124	1	10	28	185
1.231	300	3000	124	2	10	28	185
1.232	300	3000	124	3	10	28	185
1.233	300	3000	124	4	10	28	185
1.234	300	3000	124	5	10	28	185
1.235	300	2995	124	6	5	0	4
1.235	300	3000	124	6	10	28	185
1.236	300	2996	124	7	6	2	9
1.236	300	3000	124	7	10	28	185
1.237	300	2997	124	8	7	4	15
1.237	300	3000	124	8	10	28	185
1.238	300	2998	124	9	8	8	32
1.238	300	3000	124	9	10	28	185
1.239	300	2999	124	10	9	16	75
1.239	300	3000	124	10	10	28	185
1.24	300	2999	125	1	9	16	75
1.24	300	3000	125	1	10	28	185
1.241	300	3000	125	2	10	28	185
1.242	300	3000	125	3	10	28	185
1.243	300	3000	125	4	10	28	185
1.244	300	3000	125	5	10	28	185
1.245	300	2995	125	6	5	0	4
1.245	300	3000	125	6	10	28	185
1.246	300	2996	125	7	6	2	9
1.246	300	2999	125	7	9	28	185
1.246	300	3000	125	7	10	28	185
1.247	300	2997	125	8	7	4	15
1.247	300	3000	125	8	10	28	185
1.248	300	2998	125	9	8	8	32
1.248	300	3000	125	9	10	28	185
1.249	300	2999	125	10	9	16	75
1.249	300	3000	125	10	10	28	185
1.25	300	2999	126	1	9	16	75
1.25	300	3000	126	1	10	28	185
1.251	300	3000	126	2	10	28	185
1.252	300	3000	126	3	10	28	185
1.253	300	2996	126	4	6	14	61
1.253	300	3000	126	4	10	28	185
1.254	300	3000	126	5	10	28	185
1.255	300	2995	126	6	5	0	4
1.255	300	3000	126	6	10	28	185
1.256	300	2996	126	7	6	2	9
1.256	300	3000	126	7	10	28	185
1.257	300	2997	126	8	7	4	15
1.257	300	3000	126	8	10	28	185
1.258	300	2998	126	9	8	8	32
1.258	300	3000	126	9	10	28	185
1.259	300	2999	126	10	9	16	75
1.259	300	3000	126	10	10	28	185
1.26	300	2999	127	1	9	16	75
1.26	300	3000	127	1	10	28	185
1.261	300	3000	127	2	10	28	185
1.262	300	3000	127	3	10	28	185
1.263	300	3000	127	4	10	28	185
1.264	300	3000	127	5	10	28	185
1.265	300	2995	127	6	5	0	4
1.265	300	3000	127	6	10	28	185
1.266	300	2996	127	7	6	2	9
1.266	300	3000	127	7	10	28	185
1.267	300	2997	127	8	7	4	15
1.267	300	3000	127	8	10	28	185
1.268	300	2998	127	9	8	8	32
1.268	300	3000	127	9	10	28	185
1.269	300	2999	127	10	9	16	75
1.269	300	3000	127	10	10	28	185
1.27	300	2999	128	1	9	16	75
1.27	300	3000	128	1	10	28	185
1.271	300	3000	128	2	10	28	185
1.272	300	3000	128	3	10	28	185
1.273	300	3000	128	4	10	28	185
1.274	300	3000	128	5	10	28	185
1.275	300	2995	128	6	5	0	4
1.275	300	3000	128	6	10	28	185
1.276	300	2996	128	7	6	2	9
1.276	300	3000	128	7	10	28	185
1.277	300	2997	128	8	7	4	15
1.277	300	3000	128	8	10	28	185
1.278	300	2998	128	9	8	8	32
1.278	300	3000	128	9	10	28	185
1.279	300	2999	128	10	9	16	75
1.279	300	3000	128	10	10	28	185
1.28	300	2999	129	1	9	16	75
1.28	300	3000	129	1	10	28	185
1.281	300	3000	129	2	10	28	185
1.282	300	3000	129	3	10	28	185
1.283	300	3000	129	4	10	28	185
1.284	300	2997	129	5	7	18	79
1.284	300	3000	129	5	10	28	185
1.285	300	2995	129	6	5	0	4
1.285	300	3000	129	6	10	28	185
1.286	300	2996	129	7	6	2	9
1.286	300	3000	129	7	10	28	185
1.287	300	2997	129	8	7	4	15
1.287	300	3000	129	8	10	28	185
1.288	300	2998	129	9	8	8	32
1.288	300	3000	129	9	10	28	185
1.289	300	2999	129	10	9	16	75
1.289	300	3000	129	10	10	28	185
1.29	300	2999	130	1	9	16	75
1.29	300	3000	130	1	10	28	185
1.291	300	3000	130	2	10	28	185
1.292	300	3000	130	3	10	28	185
1.293	300	2996	130	4	6	14	61
1.293	300	3000	130	4	10	28	185
1.294	300	3000	130	5	10	28	185
1.295	300	2995	130	6	5	0	4
1.295	300	3000	130	6	10	28	185
1.296	300	2996	130	7	6	2	9
1.296	300	3000	130	7	10	28	185
1.297	300	2997	130	8	7	4	15
1.297	300	3000	130	8	10	28	185
1.298	300	2998	130	9	8	8	32
1.298	300	3000	130	9	10	28	185
1.299	300	2999	130	10	9	16	75
1.299	300	3000	130	10	10	28	185
1.3	300	2999	131	1	9	16	75
1.3	300	3000	131	1	10	28	185
1.301	300	3000	131	2	10	28	185
1.302	300	2995	131	3	5	12	47
1.302	300	3000	131	3	10	28	185
1.303	300	3000	131	4	10	28	185
1.304	300	3000	131	5	10	28	185
1.305	300	2995	131	6	5	0	4
1.305	300	3000	131	6	10	28	185
1.306	300	2996	131	7	6	2	9
1.306	300	3000	131	7	10	28	185
1.307	300	2997	131	8	7	4	15
1.307	300	2999	131	8	9	28	185
1.307	300	3000	131	8	10	28	185
1.308	300	2998	131	9	8	8	32
1.308	300	3000	131	9	10	28	185
1.309	300	2999	131	10	9	16	75
1.309	300	3000	131	10	10	28	185
1.31	300	2999	132	1	9	16	75
1.31	300	3000	132	1	10	28	185
1.311	300	3000	132	2	10	28	185
1.312	300	3000	132	3	10	28	185
1.313	300	3000	132	4	10	28	185
1.314	300	3000	132	5	10	28	185
1.315	300	2995	132	6	5	0	4
1.315	300	3000	132	6	10	28	185
1.316	300	2996	132	7	6	2	9
1.316	300	3000	132	7	10	28	185
1.317	300	2997	132	8	7	4	15
1.317	300	3000	132	8	10	28	185
1.318	300	2998	132	9	8	8	32
1.318	300	3000	132	9	10	28	185
1.319	300	2999	132	10	9	16	75
1.319	300	3000	132	10	10	28	185
1.32	300	2999	133	1	9	16	75
1.32	300	3000	133	1	10	28	185
1.321	300	3000	133	2	10	28	185
1.322	300	3000	133	3	10	28	185
1.323	300	3000	133	4	10	28	185
1.324	300	3000	133	5	10	28	185
1.325	300	2995	133	6	5	0	4
1.325	300	3000	133	6	10	28	185
1.326	300	2996	133	7	6	2	9
1.326	300	3000	133	7	10	28	185
1.327	300	2997	133	8	7	4	15
1.327	300	3000	133	8	10	28	185
1.328	300	2998	133	9	8	8	32
1.328	300	3000	133	9	10	28	185
1.329	300	2999	133	10	9	16	75
1.329	300	3000	133	10	10	28	185
1.33	300	2999	134	1	9	16	75
1.33	300	3000	134	1	10	28	185
1.331	300	3000	134	2	10	28	185
1.332	300	3000	134	3	10	28	185
1.333	300	3000	134	4	10	28	185
1.334	300	3000	134	5	10	28	185
1.335	300	2995	134	6	5	0	4
1.335	300	3000	134	6	10	28	185
1.336	300	2996	134	7	6	2	9
1.336	300	3000	134	7	10	28	185
1.337	300	2997	134	8	7	4	15
1.337	300	3000	134	8	10	28	185
1.338	300	2998	134	9	8	8	32
1.338	300	3000	134	9	10	28	185
1.339	300	2999	134	10	9	16	75
1.339	300	3000	134	10	10	28	185
1.34	300	2999	135	1	9	16	75
1.34	300	3000	135	1	10	28	185
1.341	300	3000	135	2	10	28	185
1.342	300	3000	135	3	10	28	185
1.343	300	2996	135	4	6	14	61
1.343	300	3000	135	4	10	28	185
1.344	300	3000	135	5	10	28	185
1.345	300	2995	135	6	5	0	4
1.345	300	3000	135	6	10	28	185
1.346	300	2996	135	7	6	2	9
1.346	300	3000	135	7	10	28	185
1.347	300	2997	135	8	7	4	15
1.347	300	3000	135	8	10	28	185
1.348	300	2998	135	9	8	8	32
1.348	300	3000	135	9	10	28	185
1.349	300	2999	135	10	9	16	75
1.349	300	3000	135	10	10	28	185
1.35	300	2999	136	1	9	16	75
1.35	300	3000	136	1	10	28	185
1.351	300	3000	136	2	10	28	185
1.352	300	3000	136	3	10	28	185
1.353	300	3000	136	4	10	28	185
1.354	300	3000	136	5	10	28	185
1.355	300	2995	136	6	5	0	4
1.355	300	3000	136	6	10	28	185
1.356	300	2996	136	7	6	2	9
1.356	300	3000	136	7	10	28	185
1.357	300	2997	136	8	7	4	15
1.357	300	3000	136	8	10	28	185
1.358	300	2998	136	9	8	8	32
1.358	300	3000	136	9	10	28	185
1.359	300	2999	136	10	9	16	75
1.359	300	3000	136	10	10	28	185
1.36	300	2999	137	1	9	16	75
1.36	300	3000	137	1	10	28	185
1.361	300	3000	137	2	10	28	185
1.362	300	3000	137	3	10	28	185
1.363	300	3000	137	4	10	28	185
1.364	300	2997	137	5	7	18	79
1.364	300	3000	137	5	10	28	185
1.365	300	2995	137	6	5	0	4
1.365	300	3000	137	6	10	28	185
1.366	300	2996	137	7	6	2	9
1.366	300	2999	137	7	9	28	185
1.366	300	3000	137	7	10	28	185
1.367	300	2997	137	8	7	4	15
1.367	300	3000	137	8	10	28	185
1.368	300	2998	137	9	8	8	32
1.368	300	3000	137	9	10	28	185
1.369	300	2999	137	10	9	16	75
1.369	300	3000	137	10	10	28	185
1.37	300	2999	138	1	9	16	75
1.37	300	3000	138	1	10	28	185
1.371	300	3000	138	2	10	28	185
1.372	300	3000	138	3	10	28	185
1.373	300	3000	138	4	10	28	185
1.374	300	3000	138	5	10	28	185
1.375	300	2995	138	6	5	0	4
1.375	300	3000	138	6	10	28	185
1.376	300	2996	138	7	6	2	9
1.376	300	3000	138	7	10	28	185
1.377	300	2997	138	8	7	4	15
1.377	300	3000	138	8	10	28	185
1.378	300	2998	138	9	8	8	32
1.378	300	3000	138	9	10	28	185
1.379	300	2999	138	10	9	16	75
1.379	300	3000	138	10	10	28	185
1.38	300	2999	139	1	9	16	75
1.38	300	3000	139	1	10	28	185
1.381	300	3000	139	2	10	28	185
1.382	300	3000	139	3	10	28	185
1.383	300	3000	139	4	10	28	185
1.384	300	3000	139	5	10	28	185
1.385	300	2995	139	6	5	0	4
1.385	300	3000	139	6	10	28	185
1.386	300	2996	139	7	6	2	9
1.386	300	3000	139	7	10	28	185
1.387	300	2997	139	8	7	4	15
1.387	300	3000	139	8	10	28	185
1.388	300	2998	139	9	8	8	32
1.388	300	3000	139	9	10	28	185
1.389	300	2999	139	10	9	16	75
1.389	300	3000	139	10	10	28	185
1.39	300	2999	140	1	9	16	75
1.39	300	3000	140	1	10	28	185
1.391	300	3000	140	2	10	28	185
1.392	300	2995	140	3	5	12	47
1.392	300	3000	140	3	10	28	185
1.393	300	3000	140	4	10	28	185
1.394	300	3000	140	5	10	28	185
1.395	300	2995	140	6	5	0	4
1.395	300	2998	140	6	8	22	113
1.395	300	3000	140	6	10	28	185
1.396	300	2996	140	7	6	2	9
1.396	300	3000	140	7	10	28	185
1.397	300	2997	140	8	7	4	15
1.397	300	3000	140	8	10	28	185
1.398	300	2998	140	9	8	8	32
1.398	300	3000	140	9	10	28	185
1.399	300	2999	140	10	9	16	75
1.399	300	3000	140	10	10	28	185
1.4	300	2999	141	1	9	16	75
1.4	300	3000	141	1	10	28	185
1.401	300	3000	141	2	10	28	185
1.402	300	3000	141	3	10	28	185
1.403	300	3000	141	4	10	28	185
1.404	300	3000	141	5	10	28	185
1.405	300	2995	141	6	5	0	4
1.405	300	3000	141	6	10	28	185
1.406	300	2996	141	7	6	2	9
1.406	300	3000	141	7	10	28	185
1.407	300	2997	141	8	7	4	15
1.407	300	3000	141	8	10	28	185
1.408	300	2998	141	9	8	8	32
1.408	300	3000	141	9	10	28	185
1.409	300	2999	141	10	9	16	75
1.409	300	3000	141	10	10	28	185
1.41	300	2999	142	1	9	16	75
1.41	300	3000	142	1	10	28	185
1.411	300	3000	142	2	10	28	185
1.412	300	3000	142	3	10	28	185
1.413	300	3000	142	4	10	28	185
1.414	300	3000	142	5	10	28	185
1.415	300	2995	142	6	5	0	4
1.415	300	3000	142	6	10	28	185
1.416	300	2996	142	7	6	2	9
1.416	300	3000	142	7	10	28	185
1.417	300	2997	142	8	7	4	15
1.417	300	3000	142	8	10	28	185
1.418	300	2998	142	9	8	8	32
1.418	300	3000	142	9	10	28	185
1.419	300	2999	142	10	9	16	75
1.419	300	3000	142	10	10	28	185
1.42	300	2999	143	1	9	16	75
1.42	300	3000	143	1	10	28	185
