% time	cellId	IMSI	RNTI	sinrLinear
0.885	1	5	5	0.100359
0.886	1	6	6	0.175352
0.887	1	7	7	0.0457205
0.888	1	8	8	0.0350732
0.889	1	9	9	0.014019
0.89	1	10	10	3.37468e+11
0.891	1	1	1	12.4686
0.892	1	2	2	3.14844
0.893	1	3	3	0.443949
0.894	1	4	4	0.212803
0.895	1	5	5	0.142577
0.896	1	6	6	0.163631
0.897	1	7	7	0.0572478
0.898	1	8	8	0.0279938
0.899	1	9	9	0.0109317
0.9	1	10	10	3.55089e+11
0.901	1	1	1	12.7599
0.902	1	2	2	3.93609
0.903	1	3	3	0.310515
0.904	1	4	4	0.256028
0.905	1	5	5	0.214022
0.906	1	6	6	0.141396
0.907	1	7	7	0.0660114
0.908	1	8	8	0.020392
0.909	1	9	9	0.0123118
0.91	1	10	10	4.20418e+11
0.911	1	1	1	11.8967
0.912	1	2	2	4.3823
0.913	1	3	3	0.210453
0.914	1	4	4	0.297064
0.915	1	5	5	0.306161
0.916	1	6	6	0.111946
0.917	1	7	7	0.0710655
0.918	1	8	8	0.0148854
0.919	1	9	9	0.0172824
0.92	1	10	10	5.15526e+11
0.921	1	1	1	10.1085
0.922	1	2	2	4.34717
0.923	1	3	3	0.165652
0.924	1	4	4	0.325801
0.925	1	5	5	0.40375
0.926	1	6	6	0.0810945
0.927	1	7	7	0.0723636
0.928	1	8	8	0.0135669
0.929	1	9	9	0.0242335
0.93	1	10	10	6.13114e+11
0.931	1	1	1	7.90211
0.932	1	2	2	3.86433
0.933	1	3	3	0.179599
0.934	1	4	4	0.333866
0.935	1	5	5	0.48812
0.936	1	6	6	0.0560726
0.937	1	7	7	0.0706635
0.938	1	8	8	0.0173205
0.939	1	9	9	0.0312155
0.94	1	10	10	6.81937e+11
0.941	1	1	1	6.00382
0.942	1	2	2	3.10376
0.943	1	3	3	0.237858
0.944	1	4	4	0.316358
0.945	1	5	5	0.542508
0.946	1	6	6	0.0434626
0.947	1	7	7	0.0669717
0.948	1	8	8	0.025548
0.949	1	9	9	0.0365776
0.95	1	10	10	7.04004e+11
0.951	1	1	1	5.03932
0.952	1	2	2	2.35054
0.953	1	3	3	0.313398
0.954	1	4	4	0.274632
0.955	1	5	5	0.555464
0.956	1	6	6	0.0473985
0.957	1	7	7	0.0623071
0.958	1	8	8	0.0362123
0.959	1	9	9	0.039239
0.96	1	10	10	6.79359e+11
0.961	1	1	1	5.37914
0.962	1	2	2	1.90215
0.963	1	3	3	0.376401
0.964	1	4	4	0.215835
0.965	1	5	5	0.526477
0.966	1	6	6	0.0682015
0.967	1	7	7	0.0572157
0.968	1	8	8	0.046659
0.969	1	9	9	0.0387307
0.97	1	10	10	6.25932e+11
0.971	1	1	1	7.0091
0.972	1	2	2	1.97368
0.973	1	3	3	0.404581
0.974	1	4	4	0.152028
0.975	1	5	5	0.463447
0.976	1	6	6	0.101901
0.977	1	7	7	0.0519235
0.978	1	8	8	0.0541576
0.979	1	9	9	0.0353574
0.98	1	10	10	5.74129e+11
0.981	1	1	1	9.60264
0.982	1	2	2	2.62885
0.983	1	3	3	0.391536
0.984	1	4	4	0.0984151
0.985	1	5	5	0.381688
0.986	1	6	6	0.141028
0.987	1	7	7	0.0466078
0.988	1	8	8	0.0568513
0.989	1	9	9	0.0299045
0.99	1	10	10	5.53783e+11
0.991	1	1	1	12.6331
0.992	1	2	2	3.74198
0.993	1	3	3	0.348496
0.994	1	4	4	0.0698085
0.995	1	5	5	0.300205
0.996	1	6	6	0.176671
0.997	1	7	7	0.0415005
0.998	1	8	8	0.0543047
0.999	1	9	9	0.0235778
1	1	10	10	5.80712e+11
1.001	1	1	1	14.5453
1.002	1	2	2	0.52347
1.003	1	3	3	1.05877
1.004	1	4	4	0.307316
1.005	1	5	5	0.0934944
1.006	1	6	6	0.0299931
1.007	1	7	7	0.0171347
1.008	1	8	8	0.0583916
1.009	1	9	9	0.0499896
1.01	1	10	10	6.38508e+11
1.011	1	1	1	19.5491
1.012	1	2	2	0.763312
1.013	1	3	3	0.989195
1.014	1	4	4	0.387754
1.015	1	5	5	0.0963921
1.016	1	6	6	0.0295379
1.017	1	7	7	0.00966801
1.018	1	8	8	0.075174
1.019	1	9	9	0.0428942
1.02	1	10	10	4.82458e+11
1.021	1	1	1	25.6608
1.022	1	2	2	1.08474
1.023	1	3	3	0.855567
1.024	1	4	4	0.44094
1.025	1	5	5	0.0925209
1.026	1	6	6	0.0391487
1.027	1	7	7	0.00613017
1.028	1	8	8	0.0911126
1.029	1	9	9	0.032563
1.03	1	10	10	3.77613e+11
1.031	1	1	1	30.5092
1.032	1	2	2	1.35938
1.033	1	3	3	0.688356
1.034	1	4	4	0.45396
1.035	1	5	5	0.0904343
1.036	1	6	6	0.0579074
1.037	1	7	7	0.00716814
1.038	1	8	8	0.101238
1.039	1	9	9	0.0220915
1.04	1	10	10	3.47113e+11
1.041	1	1	1	32.185
1.042	1	2	2	1.49652
1.043	1	3	3	0.521169
1.044	1	4	4	0.425919
1.045	1	5	5	0.100618
1.046	1	6	6	0.0822725
1.047	1	7	7	0.0120513
1.048	1	8	8	0.102118
1.049	1	9	9	0.0147135
1.05	1	10	10	3.9138e+11
1.051	1	1	1	29.9236
1.052	1	2	2	1.4891
1.053	1	3	3	0.386271
1.054	1	4	4	0.366228
1.055	1	5	5	0.131018
1.056	1	6	6	0.106931
1.057	1	7	7	0.0189616
1.058	1	8	8	0.0934372
1.059	1	9	9	0.0127352
1.06	1	10	10	4.88461e+11
1.061	1	1	1	24.2776
1.062	1	2	2	1.41987
1.063	1	3	3	0.309119
1.064	1	4	4	0.292874
1.065	1	5	5	0.18316
1.066	1	6	6	0.126322
1.067	1	7	7	0.0256705
1.068	1	8	8	0.0776204
1.069	1	9	9	0.0166778
1.07	1	10	10	6.02836e+11
1.071	1	1	1	17.0241
1.072	1	2	2	1.44505
1.073	1	3	3	0.30503
1.074	1	4	4	0.22631
1.075	1	5	5	0.250163
1.076	1	6	6	0.135975
1.077	1	7	7	0.0302006
1.078	1	8	8	0.0593019
1.079	1	9	9	0.0249942
1.08	1	10	10	6.96446e+11
1.081	1	1	1	10.3781
1.082	1	2	2	1.72018
1.083	1	3	3	0.376715
1.084	1	4	4	0.183041
1.085	1	5	5	0.317688
1.086	1	6	6	0.133741
1.087	1	7	7	0.0314932
1.088	1	8	8	0.0437328
1.089	1	9	9	0.0347379
1.09	1	10	10	7.38802e+11
1.091	1	1	1	6.19479
1.092	1	2	2	2.3353
1.093	1	3	3	0.514962
1.094	1	4	4	0.171231
1.095	1	5	5	0.369003
1.096	1	6	6	0.120756
1.097	1	7	7	0.0297258
1.098	1	8	8	0.0351608
1.099	1	9	9	0.0425238
1.1	1	10	10	7.19278e+11
1.101	1	1	1	5.39851
1.102	1	2	2	3.26318
1.103	1	3	3	0.70079
1.104	1	4	4	0.18999
1.105	1	5	5	0.389283
1.106	1	6	6	0.100797
1.107	1	7	7	0.0261504
1.108	1	8	8	0.035358
1.109	1	9	9	0.0456417
1.11	1	10	10	6.42972e+11
1.111	1	1	1	7.70774
1.112	1	2	2	4.34433
1.113	1	3	3	0.912383
1.114	1	4	4	0.229474
1.115	1	5	5	0.371544
1.116	1	6	6	0.0792649
1.117	1	7	7	0.0226554
1.118	1	8	8	0.0435242
1.119	1	9	9	0.0432291
1.12	1	10	10	5.3488e+11
1.121	1	1	1	11.8374
1.122	1	2	2	5.32987
1.123	1	3	3	1.12676
1.124	1	4	4	0.276495
1.125	1	5	5	0.319401
1.126	1	6	6	0.0619089
1.127	1	7	7	0.0211219
1.128	1	8	8	0.0564094
1.129	1	9	9	0.0362834
1.13	1	10	10	4.29048e+11
1.131	1	1	1	16.0303
1.132	1	2	2	5.96046
1.133	1	3	3	1.32442
1.134	1	4	4	0.317034
1.135	1	5	5	0.245902
1.136	1	6	6	0.0530796
1.137	1	7	7	0.0225304
1.138	1	8	8	0.069452
1.139	1	9	9	0.0275473
1.14	1	10	10	3.60471e+11
1.141	1	1	1	18.7515
1.142	1	2	2	6.0436
1.143	1	3	3	1.49291
1.144	1	4	4	0.341622
1.145	1	5	5	0.170109
1.146	1	6	6	0.0550148
1.147	1	7	7	0.0268663
1.148	1	8	8	0.0784133
1.149	1	9	9	0.0203133
1.15	1	10	10	3.53884e+11
1.151	1	1	1	19.2558
1.152	1	2	2	5.53498
1.153	1	3	3	1.62456
1.154	1	4	4	0.346867
1.155	1	5	5	0.111207
1.156	1	6	6	0.0673937
1.157	1	7	7	0.0329627
1.158	1	8	8	0.0803093
1.159	1	9	9	0.0172571
1.16	1	10	10	4.16826e+11
1.161	1	1	1	17.8554
1.162	1	2	2	4.55703
1.163	1	3	3	1.71589
1.164	1	4	4	0.335259
1.165	1	5	5	0.0821113
1.166	1	6	6	0.0874663
1.167	1	7	7	0.0389413
1.168	1	8	8	0.0743733
1.169	1	9	9	0.019457
1.17	1	10	10	5.36226e+11
1.171	1	1	1	15.587
1.172	1	2	2	3.35458
1.173	1	3	3	1.76544
1.174	1	4	4	0.313099
1.175	1	5	5	0.0858897
1.176	1	6	6	0.111065
1.177	1	7	7	0.0430005
1.178	1	8	8	0.0621054
1.179	1	9	9	0.0260225
1.18	1	10	10	6.82729e+11
1.181	1	1	1	13.8619
1.182	1	2	2	2.24388
1.183	1	3	3	1.76913
1.184	1	4	4	0.288747
1.185	1	5	5	0.114964
1.186	1	6	6	0.133503
1.187	1	7	7	0.0440967
1.188	1	8	8	0.0466509
1.189	1	9	9	0.034377
1.19	1	10	10	8.1725e+11
1.191	1	1	1	13.804
1.192	1	2	2	1.49329
1.193	1	3	3	1.72205
1.194	1	4	4	0.269286
1.195	1	5	5	0.153641
1.196	1	6	6	0.150713
1.197	1	7	7	0.0422642
1.198	1	8	8	0.0317448
1.199	1	9	9	0.0413446
1.2	1	10	10	9.00836e+11
1.201	1	1	1	15.7943
1.202	1	2	2	1.24826
1.203	1	3	3	1.61877
1.204	1	4	4	0.25941
1.205	1	5	5	0.184721
1.206	1	6	6	0.160176
1.207	1	7	7	0.0388554
1.208	1	8	8	0.0207631
1.209	1	9	9	0.044181
1.21	1	10	10	9.09021e+11
1.211	1	1	1	19.3711
1.212	1	2	2	1.48759
1.213	1	3	3	1.45393
1.214	1	4	4	0.260361
1.215	1	5	5	0.194232
1.216	1	6	6	0.161422
1.217	1	7	7	0.03574
1.218	1	8	8	0.0157053
1.219	1	9	9	0.0415761
1.22	1	10	10	8.34879e+11
1.221	1	1	1	23.3783
1.222	1	2	2	2.03566
1.223	1	3	3	1.23705
1.224	1	4	4	0.269833
1.225	1	5	5	0.177529
1.226	1	6	6	0.155565
1.227	1	7	7	0.0346997
1.228	1	8	8	0.0170709
1.229	1	9	9	0.0342255
1.23	1	10	10	6.94903e+11
1.231	1	1	1	26.434
1.232	1	2	2	2.62348
1.233	1	3	3	0.984845
1.234	1	4	4	0.284804
1.235	1	5	5	0.139905
1.236	1	6	6	0.145284
1.237	1	7	7	0.0367326
1.238	1	8	8	0.0237402
1.239	1	9	9	0.0243672
1.24	1	10	10	5.22764e+11
1.241	1	1	1	27.4597
1.242	1	2	2	2.99451
1.243	1	3	3	0.730496
1.244	1	4	4	0.300479
1.245	1	5	5	0.0953368
1.246	1	6	6	0.133289
1.247	1	7	7	0.041297
1.248	1	8	8	0.0334527
1.249	1	9	9	0.015024
1.25	1	10	10	3.60477e+11
1.251	1	1	1	26.0167
1.252	1	2	2	2.97874
1.253	1	3	3	0.515899
1.254	1	4	4	0.312442
1.255	1	5	5	0.060899
1.256	1	6	6	0.122141
1.257	1	7	7	0.046661
1.258	1	8	8	0.0435227
1.259	1	9	9	0.00887146
1.26	1	10	10	2.47096e+11
1.261	1	1	1	22.3995
1.262	1	2	2	2.56781
1.263	1	3	3	0.387036
1.264	1	4	4	0.317167
1.265	1	5	5	0.0517165
1.266	1	6	6	0.11364
1.267	1	7	7	0.05041
1.268	1	8	8	0.0514865
1.269	1	9	9	0.0073042
1.27	1	10	10	2.06035e+11
1.271	1	1	1	17.5501
1.272	1	2	2	1.90675
1.273	1	3	3	0.380644
1.274	1	4	4	0.312647
1.275	1	5	5	0.0753098
1.276	1	6	6	0.10827
1.277	1	7	7	0.0505618
1.278	1	8	8	0.055665
1.279	1	9	9	0.0101034
1.28	1	10	10	2.36774e+11
1.281	1	1	1	12.5751
1.282	1	2	2	1.24003
1.283	1	3	3	0.518239
1.284	1	4	4	0.298194
1.285	1	5	5	0.129192
1.286	1	6	6	0.105459
1.287	1	7	7	0.0463835
1.288	1	8	8	0.0554276
1.289	1	9	9	0.0156359
1.29	1	10	10	3.17303e+11
1.291	1	1	1	8.4936
1.292	1	2	2	0.83713
1.293	1	3	3	0.796154
1.294	1	4	4	0.275239
1.295	1	5	5	0.20153
1.296	1	6	6	0.103864
1.297	1	7	7	0.0391444
1.298	1	8	8	0.0509819
1.299	1	9	9	0.0214709
1.3	1	10	10	4.12035e+11
1.301	1	1	1	5.86007
1.302	1	2	2	0.892497
1.303	1	3	3	1.18546
1.304	1	4	4	0.246134
1.305	1	5	5	0.274308
1.306	1	6	6	0.101835
1.307	1	7	7	0.0316667
1.308	1	8	8	0.0434345
1.309	1	9	9	0.0254756
1.31	1	10	10	4.84046e+11
1.311	1	1	1	4.70522
1.312	1	2	2	1.46431
1.313	1	3	3	1.63519
1.314	1	4	4	0.215579
1.315	1	5	5	0.329775
1.316	1	6	6	0.0981147
1.317	1	7	7	0.0279176
1.318	1	8	8	0.0344841
1.319	1	9	9	0.0264937
1.32	1	10	10	5.09117e+11
1.321	1	1	1	4.6652
1.322	1	2	2	2.45007
1.323	1	3	3	2.07964
1.324	1	4	4	0.189427
1.325	1	5	5	0.354737
1.326	1	6	6	0.0922182
1.327	1	7	7	0.0311513
1.328	1	8	8	0.0258718
1.329	1	9	9	0.02476
1.33	1	10	10	4.83141e+11
1.331	1	1	1	5.2026
1.332	1	2	2	3.61961
1.333	1	3	3	2.45848
1.334	1	4	4	0.174287
1.335	1	5	5	0.344907
1.336	1	6	6	0.0843141
1.337	1	7	7	0.0427103
1.338	1	8	8	0.0192787
1.339	1	9	9	0.0216893
1.34	1	10	10	4.2538e+11
1.341	1	1	1	5.84182
1.342	1	2	2	4.67861
1.343	1	3	3	2.72142
1.344	1	4	4	0.17663
1.345	1	5	5	0.305923
1.346	1	6	6	0.0756031
1.347	1	7	7	0.061148
1.348	1	8	8	0.0159342
1.349	1	9	9	0.0191732
1.35	1	10	10	3.71019e+11
1.351	1	1	1	6.37
1.352	1	2	2	5.37362
1.353	1	3	3	2.8401
1.354	1	4	4	0.200212
1.355	1	5	5	0.250505
1.356	1	6	6	0.0672531
1.357	1	7	7	0.082211
1.358	1	8	8	0.0165291
1.359	1	9	9	0.0188088
1.36	1	10	10	3.56587e+11
1.361	1	1	1	6.82563
1.362	1	2	2	5.54407
1.363	1	3	3	2.81165
1.364	1	4	4	0.24484
1.365	1	5	5	0.193631
1.366	1	6	6	0.0603319
1.367	1	7	7	0.100208
1.368	1	8	8	0.0210694
1.369	1	9	9	0.0212781
1.37	1	10	10	4.06134e+11
1.371	1	1	1	7.3505
1.372	1	2	2	5.19109
1.373	1	3	3	2.65393
1.374	1	4	4	0.306295
1.375	1	5	5	0.149057
1.376	1	6	6	0.0552832
1.377	1	7	7	0.109649
1.378	1	8	8	0.02895
1.379	1	9	9	0.0260267
1.38	1	10	10	5.21372e+11
1.381	1	1	1	8.05825
1.382	1	2	2	4.45229
1.383	1	3	3	2.39839
1.384	1	4	4	0.376383
1.385	1	5	5	0.125109
1.386	1	6	6	0.0517548
1.387	1	7	7	0.107151
1.388	1	8	8	0.039119
1.389	1	9	9	0.031537
1.39	1	10	10	6.77054e+11
1.391	1	1	1	8.89449
1.392	1	2	2	3.54788
1.393	1	3	3	2.08514
1.394	1	4	4	0.443971
1.395	1	5	5	0.122952
1.396	1	6	6	0.0487945
1.397	1	7	7	0.093061
1.398	1	8	8	0.0504005
1.399	1	9	9	0.0359606
1.4	1	10	10	8.30853e+11
1.401	1	1	1	9.63826
1.402	1	2	2	2.71427
1.403	1	3	3	1.74741
1.404	1	4	4	0.498845
1.405	1	5	5	0.136647
1.406	1	6	6	0.0453522
1.407	1	7	7	0.0715842
1.408	1	8	8	0.0616002
1.409	1	9	9	0.0376759
1.41	1	10	10	9.33394e+11
1.411	1	1	1	9.96393
1.412	1	2	2	2.13705
1.413	1	3	3	1.41336
1.414	1	4	4	0.532865
1.415	1	5	5	0.155994
1.416	1	6	6	0.0407692
1.417	1	7	7	0.0489651
1.418	1	8	8	0.0717563
1.419	1	9	9	0.0360278
1.42	1	10	10	9.46929e+11
1.421	1	1	1	9.60537
1.422	1	2	2	1.9036
1.423	1	3	3	1.10191
1.424	1	4	4	0.543758
1.425	1	5	5	0.17055
1.426	1	6	6	0.035314
1.427	1	7	7	0.0323783
1.428	1	8	8	0.0802876
1.429	1	9	9	0.0313372
1.43	1	10	10	8.62574e+11
1.431	1	1	1	8.52566
1.432	1	2	2	1.98494
1.433	1	3	3	0.827656
1.434	1	4	4	0.535035
1.435	1	5	5	0.172482
1.436	1	6	6	0.0301451
1.437	1	7	7	0.0269138
1.438	1	8	8	0.0868014
1.439	1	9	9	0.024768
1.44	1	10	10	7.03836e+11
1.441	1	1	1	6.96298
1.442	1	2	2	2.25524
1.443	1	3	3	0.604846
1.444	1	4	4	0.515623
1.445	1	5	5	0.15869
1.446	1	6	6	0.0271056
1.447	1	7	7	0.0340836
1.448	1	8	8	0.0911913
1.449	1	9	9	0.0178945
1.45	1	10	10	5.19958e+11
1.451	1	1	1	5.37665
1.452	1	2	2	2.54513
1.453	1	3	3	0.447802
1.454	1	4	4	0.499074
1.455	1	5	5	0.13196
1.456	1	6	6	0.0283676
1.457	1	7	7	0.0511062
1.458	1	8	8	0.0933419
1.459	1	9	9	0.0121315
1.46	1	10	10	3.74198e+11
1.461	1	1	1	4.34398
1.462	1	2	2	2.70545
1.463	1	3	3	0.369944
1.464	1	4	4	0.498373
1.465	1	5	5	0.0991614
1.466	1	6	6	0.0355523
1.467	1	7	7	0.07185
1.468	1	8	8	0.0930248
1.469	1	9	9	0.00830123
1.47	1	10	10	3.2002e+11
1.471	1	1	1	4.32899
1.472	1	2	2	2.63692
1.473	1	3	3	0.378924
1.474	1	4	4	0.521577
1.475	1	5	5	0.068853
1.476	1	6	6	0.0490128
1.477	1	7	7	0.0890493
1.478	1	8	8	0.0899604
1.479	1	9	9	0.00653349
1.48	1	10	10	3.85306e+11
1.481	1	1	1	5.52187
1.482	1	2	2	2.33204
1.483	1	3	3	0.469616
1.484	1	4	4	0.570886
1.485	1	5	5	0.0488731
1.486	1	6	6	0.0675546
1.487	1	7	7	0.0969211
1.488	1	8	8	0.083878
1.489	1	9	9	0.00635794
1.49	1	10	10	5.62872e+11
1.491	1	1	1	7.7626
1.492	1	2	2	1.86092
1.493	1	3	3	0.620905
1.494	1	4	4	0.640322
1.495	1	5	5	0.0437467
1.496	1	6	6	0.0885495
1.497	1	7	7	0.0928839
1.498	1	8	8	0.0745799
1.499	1	9	9	0.00704452
1.5	1	10	10	8.10232e+11
1.501	1	1	1	17.3713
1.502	1	2	2	1.38402
1.503	1	3	3	2.00597
1.504	1	4	4	0.456326
1.505	1	5	5	0.21849
1.506	1	6	6	0.0868153
1.507	1	7	7	0.0290452
1.508	1	8	8	0.00887513
1.509	1	9	9	0.0212319
1.51	1	10	10	9.03984e+11
1.511	1	1	1	13.0131
1.512	1	2	2	1.48522
1.513	1	3	3	2.06033
1.514	1	4	4	0.467776
1.515	1	5	5	0.236519
1.516	1	6	6	0.107327
1.517	1	7	7	0.0263074
1.518	1	8	8	0.00723788
1.519	1	9	9	0.0206781
1.52	1	10	10	8.59237e+11
1.521	1	1	1	9.36316
1.522	1	2	2	1.76037
1.523	1	3	3	1.93226
1.524	1	4	4	0.495449
1.525	1	5	5	0.243876
1.526	1	6	6	0.12775
1.527	1	7	7	0.0229432
1.528	1	8	8	0.0090554
1.529	1	9	9	0.0209876
1.53	1	10	10	8.21687e+11
1.531	1	1	1	7.01801
1.532	1	2	2	2.1916
1.533	1	3	3	1.66443
1.534	1	4	4	0.534325
1.535	1	5	5	0.241754
1.536	1	6	6	0.14499
1.537	1	7	7	0.0195686
1.538	1	8	8	0.013395
1.539	1	9	9	0.0217991
1.54	1	10	10	7.91625e+11
1.541	1	1	1	6.15587
1.542	1	2	2	2.72701
1.543	1	3	3	1.34184
1.544	1	4	4	0.572829
1.545	1	5	5	0.232023
1.546	1	6	6	0.156416
1.547	1	7	7	0.0172762
1.548	1	8	8	0.0183868
1.549	1	9	9	0.0225227
1.55	1	10	10	7.68869e+11
1.551	1	1	1	6.57346
1.552	1	2	2	3.28951
1.553	1	3	3	1.05685
1.554	1	4	4	0.595955
1.555	1	5	5	0.216849
1.556	1	6	6	0.160996
1.557	1	7	7	0.017431
1.558	1	8	8	0.0221526
1.559	1	9	9	0.0225355
1.56	1	10	10	7.53084e+11
1.561	1	1	1	7.85675
1.562	1	2	2	3.78935
1.563	1	3	3	0.879957
1.564	1	4	4	0.589469
1.565	1	5	5	0.197416
1.566	1	6	6	0.159394
1.567	1	7	7	0.0211603
1.568	1	8	8	0.0235534
1.569	1	9	9	0.0214719
1.57	1	10	10	7.46776e+11
1.571	1	1	1	9.5775
1.572	1	2	2	4.14896
1.573	1	3	3	0.837012
1.574	1	4	4	0.546251
1.575	1	5	5	0.173876
1.576	1	6	6	0.153999
1.577	1	7	7	0.0288752
1.578	1	8	8	0.0229367
1.579	1	9	9	0.0193418
1.58	1	10	10	7.5852e+11
1.581	1	1	1	11.424
1.582	1	2	2	4.33009
1.583	1	3	3	0.910298
1.584	1	4	4	0.46819
1.585	1	5	5	0.146525
1.586	1	6	6	0.148585
1.587	1	7	7	0.0400207
1.588	1	8	8	0.0220372
1.589	1	9	9	0.0164852
1.59	1	10	10	7.96545e+11
1.591	1	1	1	13.2453
1.592	1	2	2	4.33085
1.593	1	3	3	1.04469
1.594	1	4	4	0.36713
1.595	1	5	5	0.11638
1.596	1	6	6	0.147188
1.597	1	7	7	0.0530941
1.598	1	8	8	0.0233637
1.599	1	9	9	0.0136313
1.6	1	10	10	8.65309e+11
1.601	1	1	1	15.0271
1.602	1	2	2	4.20638
1.603	1	3	3	1.17269
1.604	1	4	4	0.263988
1.605	1	5	5	0.0858049
1.606	1	6	6	0.152534
1.607	1	7	7	0.066066
1.608	1	8	8	0.0291814
1.609	1	9	9	0.0116164
1.61	1	10	10	9.60751e+11
1.611	1	1	1	16.6712
1.612	1	2	2	4.04976
1.613	1	3	3	1.23661
1.614	1	4	4	0.182798
1.615	1	5	5	0.0589995
1.616	1	6	6	0.16566
1.617	1	7	7	0.0769505
1.618	1	8	8	0.0404058
1.619	1	9	9	0.011212
1.62	1	10	10	1.06794e+12
1.621	1	1	1	17.9781
1.622	1	2	2	3.96828
1.623	1	3	3	1.20714
1.624	1	4	4	0.145357
1.625	1	5	5	0.0412156
1.626	1	6	6	0.185316
1.627	1	7	7	0.0842625
1.628	1	8	8	0.0559567
1.629	1	9	9	0.0128294
1.63	1	10	10	1.16304e+12
1.631	1	1	1	18.6381
1.632	1	2	2	4.05305
1.633	1	3	3	1.09945
1.634	1	4	4	0.164558
1.635	1	5	5	0.0374509
1.636	1	6	6	0.207773
1.637	1	7	7	0.0875616
1.638	1	8	8	0.0728474
1.639	1	9	9	0.0163526
1.64	1	10	10	1.21937e+12
1.641	1	1	1	18.2929
1.642	1	2	2	4.34614
1.643	1	3	3	0.955376
1.644	1	4	4	0.239926
1.645	1	5	5	0.0505114
1.646	1	6	6	0.228009
1.647	1	7	7	0.0876242
1.648	1	8	8	0.0870036
1.649	1	9	9	0.0211051
1.65	1	10	10	1.21358e+12
1.651	1	1	1	16.7543
1.652	1	2	2	4.82961
1.653	1	3	3	0.830486
1.654	1	4	4	0.356724
1.655	1	5	5	0.0796209
1.656	1	6	6	0.240297
1.657	1	7	7	0.0860896
1.658	1	8	8	0.0944662
1.659	1	9	9	0.0260399
1.66	1	10	10	1.13933e+12
1.661	1	1	1	14.1677
1.662	1	2	2	5.42773
1.663	1	3	3	0.770253
1.664	1	4	4	0.489222
1.665	1	5	5	0.119953
1.666	1	6	6	0.240112
1.667	1	7	7	0.0850693
1.668	1	8	8	0.0930034
1.669	1	9	9	0.0299395
1.67	1	10	10	1.00711e+12
1.671	1	1	1	11.0272
1.672	1	2	2	6.00865
1.673	1	3	3	0.793807
1.674	1	4	4	0.60631
1.675	1	5	5	0.163387
1.676	1	6	6	0.22535
1.677	1	7	7	0.0863244
1.678	1	8	8	0.0825203
1.679	1	9	9	0.0318157
1.68	1	10	10	8.42363e+11
1.681	1	1	1	8.13555
1.682	1	2	2	6.41829
1.683	1	3	3	0.886507
1.684	1	4	4	0.679376
1.685	1	5	5	0.200095
1.686	1	6	6	0.197012
1.687	1	7	7	0.0905958
1.688	1	8	8	0.0656927
1.689	1	9	9	0.0311365
1.69	1	10	10	6.82806e+11
1.691	1	1	1	6.3766
1.692	1	2	2	6.52558
1.693	1	3	3	1.01162
1.694	1	4	4	0.690727
1.695	1	5	5	0.221864
1.696	1	6	6	0.158815
1.697	1	7	7	0.0974096
1.698	1	8	8	0.046857
1.699	1	9	9	0.0279288
1.7	1	10	10	5.63522e+11
1.701	1	1	1	6.48932
1.702	1	2	2	6.24588
1.703	1	3	3	1.11938
1.704	1	4	4	0.637928
1.705	1	5	5	0.224016
1.706	1	6	6	0.117061
1.707	1	7	7	0.104916
1.708	1	8	8	0.0307998
1.709	1	9	9	0.0228944
1.71	1	10	10	5.08717e+11
1.711	1	1	1	8.78092
1.712	1	2	2	5.58207
1.713	1	3	3	1.17306
1.714	1	4	4	0.53745
1.715	1	5	5	0.206957
1.716	1	6	6	0.0785801
1.717	1	7	7	0.110353
1.718	1	8	8	0.0213132
1.719	1	9	9	0.0170909
1.72	1	10	10	5.21804e+11
1.721	1	1	1	12.998
1.722	1	2	2	4.6172
1.723	1	3	3	1.1588
1.724	1	4	4	0.416843
1.725	1	5	5	0.176652
1.726	1	6	6	0.0499294
1.727	1	7	7	0.111046
1.728	1	8	8	0.0199234
1.729	1	9	9	0.011694
1.73	1	10	10	5.8424e+11
1.731	1	1	1	18.3174
1.732	1	2	2	3.49789
1.733	1	3	3	1.09211
1.734	1	4	4	0.310526
1.735	1	5	5	0.142102
1.736	1	6	6	0.0353754
1.737	1	7	7	0.105082
1.738	1	8	8	0.0254777
1.739	1	9	9	0.00768925
1.74	1	10	10	6.60763e+11
1.741	1	1	1	23.5889
1.742	1	2	2	2.41221
1.743	1	3	3	1.01439
1.744	1	4	4	0.249185
1.745	1	5	5	0.113348
1.746	1	6	6	0.0361359
1.747	1	7	7	0.0923012
1.748	1	8	8	0.0346921
1.749	1	9	9	0.00558026
1.75	1	10	10	7.139e+11
1.751	1	1	1	27.6038
1.752	1	2	2	1.54454
1.753	1	3	3	0.972634
1.754	1	4	4	0.25102
1.755	1	5	5	0.0979496
1.756	1	6	6	0.0500577
1.757	1	7	7	0.0744056
1.758	1	8	8	0.0432681
1.759	1	9	9	0.00533558
1.76	1	10	10	7.11813e+11
1.761	1	1	1	29.4276
1.762	1	2	2	1.02904
1.763	1	3	3	1.00343
1.764	1	4	4	0.316377
1.765	1	5	5	0.0989513
1.766	1	6	6	0.0721304
1.767	1	7	7	0.0548087
1.768	1	8	8	0.0473776
1.769	1	9	9	0.00648117
1.77	1	10	10	6.43648e+11
1.771	1	1	1	28.7103
1.772	1	2	2	0.927846
1.773	1	3	3	1.12031
1.774	1	4	4	0.427705
1.775	1	5	5	0.114207
1.776	1	6	6	0.0959407
1.777	1	7	7	0.0379546
1.778	1	8	8	0.0452227
1.779	1	9	9	0.00831829
