% time	cellId	Interference
0.0279286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0279286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0299286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0299286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0299286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0319286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0319286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0319286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0339286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0339286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0339286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0359286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0359286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0359286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0379286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0379286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0379286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0399286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0399286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0399286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0419286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0419286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0419286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0439286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0439286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0439286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0459286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0459286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0459286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0479286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0479286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0479286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0499286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0499286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0499286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0519286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0519286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0519286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0539286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0539286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0539286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0559286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0559286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0559286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0579286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0579286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0579286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0599286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0599286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0599286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0619286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0619286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0619286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0639286	1	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
0.0639286	2	2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 2.65417e-17 
0.0639286	3	1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 1.65933e-17 
